Time,C_B_target,C_B_pat,CYP3A4_2_SOC,CYP3A4_3_SOC,CYP3A4_4_SOC,CYP3A4_5_SOC,CYP3A4_7_SOC,CYP3A4_8_SOC,CYP3A4_9_SOC,CYP3A4_10_SOC,CYP3A4_11_SOC,CYP3A4_12_SOC,CYP3A4_13_SOC,CYP3A4_14_SOC,CYP3A4_15_SOC,CYP3A4_16_SOC,CYP3A4_17_SOC,CYP3A4_18_SOC,CYP3A4_19_SOC,CYP3A4_20_SOC,CYP3A4_21_SOC,CYP3A4_23_SOC,CYP3A4_24_SOC,CYP3A4_28_SOC,CYP3A4_29_SOC,CYP3A4_31_SOC,CYP3A4_32_SOC,CYP3A4_33_SOC,CYP3A4_34_SOC
6.0,0.47292255064,0.49928769648,0.49928769648,0.49682768123,0.49513942168,0.50069434225,0.50001753283,0.50318062518,0.49803927696,0.49651059131,0.48108128964,0.50318070227,0.50203758144,0.49668832851,0.46443363427,0.49594256599,0.50355016053,0.49846343994,0.49033602873,0.50276618171,0.50322116396,0.49246199327,0.49634192026,0.47305041503,0.41375092462,0.48714899121,0.48102751812,0.49269634688,0.46983047271
6.5,0.4699218317,0.49881889575,0.49881889575,0.49611608058,0.49426197148,0.50036497074,0.49962101921,0.50309876099,0.49744709183,0.49576779001,0.47884750189,0.50309884576,0.50184175991,0.49596301168,0.4606514127,0.49514392692,0.50350519866,0.49791313564,0.48899013828,0.50264296608,0.50314334657,0.49132279116,0.49558253239,0.47006142526,0.40566336588,0.48549509184,0.47878853044,0.49157997362,0.4665430043
7.0,0.46694008579,0.49835053511,0.49835053511,0.49540549795,0.49338607525,0.5000358158,0.49922481971,0.50301691011,0.49685561011,0.49502609835,0.47662407966,0.50301700257,0.50164601468,0.49523875236,0.45689988712,0.49434657128,0.50346024081,0.49736343808,0.48764793569,0.50251978065,0.50306554121,0.49018621896,0.4948243047,0.46709122546,0.3977332738,0.48384678937,0.47655994043,0.49046612159,0.46327843236
7.5,0.46397719379,0.49788261416,0.49788261416,0.49469593189,0.49251173023,0.49970687728,0.49882893407,0.50293507254,0.49626483096,0.49428551467,0.47441097491,0.50293517268,0.50145034573,0.49451554902,0.45317881013,0.49355049703,0.50341528698,0.49681434657,0.48630941088,0.50239662539,0.50298774788,0.48905227063,0.49406723542,0.4641396987,0.38995760639,0.482204065,0.47434170002,0.48935478511,0.4600365989
8.0,0.46103303732,0.49741513247,0.49741513247,0.49398738094,0.4916389337,0.49937815505,0.49843336204,0.50285324829,0.49567475356,0.49354603734,0.47220813981,0.50285335611,0.50125475302,0.49379340012,0.44948793626,0.49275570211,0.50337033716,0.49626586045,0.48497455381,0.50227350031,0.50290996658,0.48792094014,0.49331132281,0.46120672879,0.3823333795,0.48056689997,0.47213376136,0.48824595855,0.45681734699
8.5,0.45810749872,0.49694808963,0.49694808963,0.49327984366,0.49076768289,0.49904964896,0.49803810339,0.50277143735,0.49508537707,0.49280766469,0.47001552679,0.50277155284,0.50105923652,0.49307230414,0.44582702202,0.49196218448,0.50332539135,0.49571797906,0.48364335446,0.50215040539,0.5028321973,0.48679222147,0.49255656508,0.45829220022,0.37485766576,0.47893527558,0.46993607684,0.48713963628,0.45362052079
9.0,0.45520046107,0.49648148524,0.49648148524,0.49257331861,0.48989797509,0.49872135887,0.49764315786,0.50268963971,0.49449670067,0.49207039509,0.46783308845,0.50268976287,0.50086379621,0.49235225953,0.44219582583,0.49116994209,0.50328044955,0.49517070173,0.48231580284,0.50202734064,0.50275444005,0.48566610861,0.49180296049,0.4553959982,0.36752759356,0.47730917321,0.46774859904,0.48603581268,0.45044596548
9.5,0.45231180816,0.49601531888,0.49601531888,0.49186780433,0.48902980756,0.49839328464,0.4972485252,0.50260785538,0.49390872351,0.49133422689,0.46566077765,0.50260798621,0.50066843205,0.49163326478,0.43859410806,0.4903789729,0.50323551176,0.49462402779,0.480991889,0.50190430604,0.50267669481,0.48454259557,0.49105050727,0.45251800864,0.36034034596,0.47568857429,0.46557128078,0.48493448215,0.44729352732
10.0,0.44944142453,0.49554959014,0.49554959014,0.49116329938,0.48816317758,0.49806542613,0.49685420516,0.50252608436,0.49332144478,0.49059915845,0.46349854745,0.50252622284,0.50047314402,0.49091531836,0.43502163097,0.48958927487,0.50319057799,0.49407795659,0.479671603,0.50178130158,0.5025989616,0.48342167638,0.49029920367,0.44965811816,0.35329315974,0.4740734603,0.46340407508,0.48383563908,0.44416305358
10.5,0.4465891954,0.49508429861,0.49508429861,0.49045980233,0.48729808243,0.49773778319,0.49646019751,0.50244432663,0.49273486364,0.48986518814,0.46134635112,0.50244447278,0.50027793209,0.49019841874,0.43147815871,0.48880084597,0.50314564823,0.49353248746,0.47835493492,0.50165832726,0.50252124041,0.48230334507,0.48954904794,0.44681621403,0.34638332436,0.4724638128,0.46124693518,0.4827392779,0.4410543926
11.0,0.44375500673,0.49461944388,0.49461944388,0.48975731173,0.48643451939,0.49741035568,0.49606650199,0.50236258221,0.49214897926,0.48913231431,0.45920414215,0.502362736,0.50008279622,0.48948256441,0.42796345731,0.48801368416,0.50310072248,0.49298761973,0.4770418749,0.50153538306,0.50244353123,0.48118759568,0.48880003833,0.44399218425,0.33960818104,0.47085961342,0.45909981454,0.48164539303,0.43796739372
11.5,0.44093874515,0.49415502553,0.49415502553,0.48905582615,0.48557248575,0.49708314346,0.49567311835,0.50228085108,0.49156379083,0.48840053534,0.45707187427,0.50228101253,0.49988773639,0.48876775383,0.42447729467,0.48722778742,0.50305580074,0.49244335276,0.47573241308,0.501412469,0.50236583407,0.48007442229,0.4880521731,0.44118591748,0.33296512174,0.46926084381,0.45696266684,0.48055397893,0.43490190732
12.0,0.43814029804,0.49369104317,0.49369104317,0.48835534415,0.48471197881,0.4967561464,0.49528004635,0.50219913324,0.49097929752,0.48766984958,0.45494950139,0.50219930234,0.49969275257,0.48805398551,0.42101944053,0.48644315373,0.50301088301,0.49189968586,0.47442653962,0.50128958504,0.50228814891,0.47896381897,0.4873054505,0.43839730308,0.32645158824,0.46766748573,0.45483544594,0.47946503004,0.43185778478
12.5,0.43535955345,0.49322749638,0.49322749638,0.4876558643,0.48385299587,0.49642936434,0.49488728574,0.5021174287,0.4903954985,0.48694025543,0.45283697764,0.50211760544,0.49949784472,0.48734125791,0.41758966646,0.48565978106,0.50296596929,0.4913566184,0.47312424474,0.5011667312,0.50221047577,0.4778557798,0.48655986879,0.43562623106,0.32006507124,0.46607952097,0.45271810594,0.47837854083,0.42883487851
13.0,0.43259640012,0.49276438475,0.49276438475,0.48695738518,0.48299553423,0.49610279715,0.49449483628,0.50203573745,0.48981239295,0.48621175124,0.45073425738,0.50203592183,0.49930301283,0.48662956953,0.41418774587,0.48487766739,0.50292105958,0.4908141497,0.47182551865,0.50104390745,0.50213281464,0.4767502989,0.48581542623,0.43287259213,0.31380310942,0.46449693139,0.45061060115,0.47729450579,0.4258330419
13.5,0.42985072749,0.49230170788,0.49230170788,0.48625990534,0.4821395912,0.49577644469,0.49410269772,0.50195405948,0.48922998004,0.4854843354,0.44864129517,0.5019542515,0.49910825685,0.48591891886,0.41081345395,0.48409681071,0.50287615388,0.49027227911,0.47053035161,0.5009211138,0.50205516552,0.47564737037,0.48507212108,0.43013627764,0.30766328855,0.4629196989,0.44851288609,0.47621291941,0.42285212935
14.0,0.42712242569,0.49183946535,0.49183946535,0.48556342338,0.4812851641,0.49545030681,0.49371086982,0.5018723948,0.48864825896,0.48475800628,0.44655804577,0.50187259445,0.49891357676,0.48520930439,0.40746656771,0.483317209,0.50283125218,0.48973100597,0.4692387339,0.50079835023,0.5019775284,0.47454698835,0.48432995162,0.42741717962,0.30164324063,0.46134780549,0.44642491546,0.47513377618,0.41989199624
14.5,0.42441138552,0.49137765676,0.49137765676,0.48486793785,0.48043225024,0.49512438338,0.49331935232,0.50179074341,0.48806722889,0.48403276226,0.44448446417,0.50179095069,0.49871897253,0.48450072461,0.4041468659,0.48253886026,0.5027863545,0.48919032963,0.46795065582,0.50067561674,0.50189990328,0.47344914699,0.48358891612,0.42471519075,0.295740643,0.45978123319,0.4443466442,0.47405707063,0.41695249894
15.0,0.42171749847,0.4909162817,0.4909162817,0.48417344734,0.47958084694,0.49479867425,0.49292814499,0.5017091053,0.487486889,0.48330860173,0.44242050555,0.5017093202,0.49852444413,0.48379317802,0.40085412906,0.48176176249,0.50274146082,0.48865024942,0.46666610771,0.50055291333,0.50182229017,0.47235384043,0.48284901284,0.4220302044,0.28995321752,0.4582199641,0.44227802745,0.47298279728,0.41403349478
15.5,0.41904065668,0.49045533977,0.49045533977,0.48347995044,0.47873095155,0.49447317929,0.49253724757,0.50162748046,0.48690723848,0.48258552308,0.4403661253,0.50162770298,0.49832999153,0.48308666311,0.39758813949,0.48098591367,0.50269657116,0.48811076469,0.46538507993,0.50043023997,0.50174468905,0.47126106286,0.48211024006,0.41936211454,0.28427872972,0.45666398038,0.44021902055,0.47191095068,0.41113484209
16.0,0.416380753,0.48999483055,0.48999483055,0.48278744571,0.47788256137,0.49414789834,0.49214665983,0.50154586891,0.48632827652,0.48186352469,0.43832127904,0.50154609905,0.4981356147,0.4823811784,0.3943486812,0.48021131181,0.5026516855,0.4875718748,0.46410756285,0.50030759667,0.50166709994,0.47017080845,0.48137259605,0.41671081582,0.27871498799,0.45511326424,0.43816957904,0.47084152537,0.40825640013
16.5,0.41373768091,0.48953475364,0.48953475364,0.48209593175,0.47703567377,0.49382283128,0.49175638152,0.50146427063,0.48575000229,0.48114260495,0.43628592255,0.50146450838,0.49794131362,0.48167672237,0.39113553994,0.47943795492,0.50260680384,0.48703357907,0.4628335469,0.50018498343,0.50158952281,0.4690830714,0.48063607911,0.41407620353,0.27325984276,0.45356779797,0.43612965868,0.46977451593,0.40539802914
17.0,0.41111133456,0.48907510865,0.48907510865,0.48140540713,0.47619028607,0.49349797796,0.49136641238,0.50138268562,0.48517241497,0.48042276226,0.43426001186,0.50138293098,0.49774708825,0.48097329354,0.38794850316,0.478665841,0.5025619262,0.48649587687,0.4615630225,0.50006240022,0.50151195769,0.46799784592,0.4799006875,0.41145817361,0.26791118575,0.4520275639,0.43409921541,0.46870991693,0.4025595903
17.5,0.40850160877,0.48861589515,0.48861589515,0.48071587046,0.47534639562,0.49317333824,0.49097675219,0.50130111388,0.48459551377,0.47970399501,0.43224350318,0.50130136685,0.49755293856,0.48027089041,0.38478736001,0.47789496806,0.50251705256,0.48595876753,0.46029598012,0.49993984705,0.50143440455,0.46691512623,0.47916641952,0.40885662262,0.26266694917,0.45049254442,0.4320782054,0.46764772296,0.39974094573
18.0,0.40590839899,0.48815711274,0.48815711274,0.48002732031,0.47450399978,0.49284891197,0.4905874007,0.50121955542,0.48401929785,0.4789863016,0.43023635292,0.50121981598,0.49735886452,0.47956951149,0.38165190134,0.47712533411,0.50247218292,0.4854222504,0.45903241024,0.4998173239,0.50135686341,0.46583490658,0.47843327346,0.40627144776,0.25752510493,0.44896272197,0.43006658499,0.46658792861,0.39694195851
18.5,0.40333160135,0.48769876103,0.48769876103,0.47933975528,0.47366309589,0.49252469903,0.49019835765,0.50113801022,0.48344376642,0.47826968043,0.4282385177,0.50113827838,0.49716486611,0.47886915529,0.37854191963,0.47635693717,0.50242731729,0.48488632484,0.45777230339,0.49969483077,0.50127933425,0.46475718121,0.47770124759,0.40370254686,0.25248366396,0.44743807909,0.42806431075,0.46553052851,0.39416249262
19.0,0.40077111259,0.48724083961,0.48724083961,0.47865317397,0.47282368134,0.49220069927,0.48980962281,0.50105647828,0.48286891865,0.4775541299,0.42624995434,0.50105675404,0.49697094329,0.47816982032,0.37545720906,0.47558977527,0.50238245567,0.4843509902,0.45651565009,0.49957236766,0.50120181708,0.46368194438,0.47697034023,0.40114981838,0.24754067542,0.44591859832,0.42607133944,0.46447551728,0.39140241299
19.5,0.39822683012,0.48678334807,0.48678334807,0.47796757496,0.47198575346,0.49187691255,0.48942119594,0.5009749596,0.48229475374,0.47683964842,0.42427061986,0.50097524295,0.49677709604,0.4774715051,0.37239756543,0.47482384641,0.50233759805,0.48381624581,0.45526244092,0.49944993455,0.5011243119,0.46260919037,0.47624054966,0.3986131614,0.24269422601,0.4444042623,0.42408762799,0.46342288955,0.38866158547
20.0,0.39569865197,0.486326286,0.486326286,0.47728295687,0.47114930965,0.49155333873,0.48903307678,0.50089345419,0.48172127088,0.47612623439,0.42230047148,0.50089374513,0.49658332432,0.47677420816,0.36936278618,0.47405914864,0.50229274444,0.48328209104,0.45401266647,0.49932753144,0.50104681869,0.46153891346,0.47551187418,0.39609247561,0.23794243924,0.44289505372,0.42211313358,0.46237263997,0.3859398768
20.5,0.39318647682,0.48586965302,0.48586965302,0.47659931827,0.47031434727,0.49122997767,0.4886452651,0.50081196203,0.48114846926,0.47541388622,0.4203394666,0.50081226055,0.49638962811,0.47607792799,0.36635267036,0.47329567998,0.50224789483,0.48274852524,0.45276631736,0.49920515831,0.50096933747,0.46047110797,0.47478431209,0.39358766133,0.23328347476,0.44139095531,0.42014781354,0.4613247632,0.38323715466
21.0,0.39069020397,0.48541344871,0.48541344871,0.47591665779,0.4694808637,0.49090682923,0.48825776066,0.50073048313,0.48057634807,0.47470260234,0.41838756285,0.50073078923,0.49619600737,0.47538266314,0.36336701863,0.47253343845,0.50220304922,0.48221554775,0.45152338422,0.49908281517,0.50089186823,0.45940576821,0.4740578617,0.39109861948,0.22871552765,0.43989194987,0.41819162542,0.46027925392,0.38055328761
21.5,0.38820973335,0.48495767267,0.48495767267,0.47523497402,0.46864885632,0.49058389327,0.4878705632,0.50064901748,0.48000490651,0.47399238114,0.41644471803,0.50064933116,0.49600246209,0.47468841212,0.36040563325,0.4717724221,0.50215820762,0.48168315794,0.45028385772,0.49896050201,0.50081441097,0.4583428885,0.47333252131,0.3886252516,0.22423682779,0.43839802026,0.41624452696,0.45923610681,0.3778881451
22.0,0.3857449655,0.4845023245,0.4845023245,0.47455426557,0.46781832253,0.49026116965,0.48748367249,0.50056756509,0.47943414376,0.47328322105,0.41451089014,0.50056788634,0.49580899222,0.47399517346,0.35746831805,0.47101262897,0.50211337002,0.48115135515,0.44904772856,0.49883821881,0.50073696568,0.45728246318,0.47260828923,0.38616745981,0.21984563915,0.4369091494,0.41430647609,0.45819531657,0.3752415975
22.5,0.38329580159,0.4840474038,0.4840474038,0.47387453104,0.46698925972,0.48993865823,0.48709708829,0.50048612594,0.47886405903,0.47257512049,0.41258603738,0.50048645476,0.49561559774,0.47330294569,0.35455487844,0.47025405709,0.50206853643,0.48062013874,0.44781498746,0.49871596558,0.50065953236,0.45622448661,0.47188516377,0.38372514685,0.21554025919,0.43542532025,0.41237743094,0.4571568779,0.37261351603
23.0,0.38086214341,0.48359291017,0.48359291017,0.47319576904,0.46616166528,0.48961635887,0.48671081035,0.50040470004,0.47829465151,0.47186807788,0.41067011814,0.50040503643,0.49542227862,0.47261172733,0.35166512137,0.46949670452,0.50202370683,0.48008950806,0.44658562515,0.49859374229,0.50058211102,0.45516895316,0.47116314325,0.38129821606,0.2113190182,0.43394651584,0.41045734983,0.45612078552,0.37000377282
23.5,0.37844389334,0.4831388432,0.4831388432,0.4725179782,0.46533553663,0.48929427144,0.48632483843,0.50032328739,0.4777259204,0.47116209163,0.40876309101,0.50032363133,0.49522903484,0.47192151693,0.34879885536,0.46874056929,0.50197888124,0.47955946248,0.44535963241,0.49847154896,0.50050470164,0.4541158572,0.47044222598,0.37888657136,0.2071802787,0.43247271926,0.40854619127,0.45508703417,0.36741224083
24.0,0.3760409544,0.4826852025,0.4826852025,0.47184115711,0.46451087115,0.48897239579,0.48593917229,0.50024188798,0.47715786489,0.47045716019,0.40686491476,0.50024223948,0.49503586635,0.47123231301,0.34595589043,0.46798564946,0.50193405965,0.47903000134,0.44413700003,0.49834938556,0.50042730424,0.45306519313,0.46972241027,0.37649011728,0.20312243478,0.43100391365,0.40664391395,0.45405561858,0.36483879394
24.5,0.37365323018,0.48223198767,0.48223198767,0.4711653044,0.46368766627,0.48865073178,0.48555381169,0.5001605018,0.47659048419,0.46975328197,0.40497554835,0.50016086086,0.49484277313,0.47054411411,0.34313603815,0.46723194309,0.50188924206,0.478501124,0.44291771883,0.49822725209,0.5003499188,0.45201695536,0.46900369446,0.37410875891,0.19914391159,0.42954008219,0.40475047677,0.45302653351,0.36228330685
25.0,0.3712806249,0.4817791983,0.4817791983,0.47049041869,0.46286591941,0.48832927928,0.48516875638,0.50007912887,0.47602377749,0.4690504554,0.40309495094,0.50007949548,0.49464975516,0.46985691877,0.34033911158,0.46647944822,0.50184442847,0.47797282983,0.44170177965,0.49810514855,0.50027254532,0.45097113829,0.46828607687,0.37174240193,0.19524316463,0.42808120814,0.40286583881,0.45199977373,0.35974565513
25.5,0.36892304334,0.481326834,0.481326834,0.46981649858,0.46204562798,0.48800803815,0.48478400613,0.49999776918,0.475457744,0.46834867893,0.40122308188,0.49999814333,0.4944568124,0.46917072553,0.33756492528,0.46572816293,0.50179961889,0.47744511817,0.44048917337,0.49798307493,0.50019518381,0.44992773637,0.46756955581,0.36939095262,0.1914186793,0.42662727482,0.40098995933,0.45097533402,0.35722571519
26.0,0.36658039091,0.48087489436,0.48087489436,0.46914354272,0.46122678941,0.48768700825,0.48439956069,0.49991642271,0.47489238292,0.46764795098,0.3993599007,0.49991680441,0.49426394483,0.46848553293,0.3348132953,0.46497808527,0.5017548133,0.4769179884,0.43927989086,0.49786103121,0.50011783426,0.44888674403,0.46685412963,0.36705431782,0.18766897024,0.42517826558,0.39912279779,0.44995320915,0.3547233643
26.5,0.3642525736,0.480423379,0.480423379,0.46847154971,0.46040940112,0.48736618943,0.48401541982,0.49983508949,0.47432769345,0.46694827,0.39750536711,0.49983547872,0.49407115241,0.46780133953,0.33208403914,0.46422921332,0.50171001171,0.47639143987,0.43807392306,0.4977390174,0.50004049667,0.44784815574,0.46613979665,0.36473240494,0.18399258079,0.42373416384,0.39726431382,0.44893339395,0.35223848057
27.0,0.36193949795,0.47997228751,0.47997228751,0.46780051818,0.45959346056,0.48704558156,0.48363158329,0.49975376949,0.47376367479,0.46624963442,0.39565944102,0.49975416626,0.49387843511,0.46711814386,0.32937697581,0.46348154513,0.50166521413,0.47586547193,0.4368712609,0.49761703348,0.49996317103,0.44681196595,0.4654265552,0.36242512195,0.1803880825,0.42229495307,0.39541446726,0.44791588321,0.34977094291
27.5,0.35964107114,0.47952161949,0.47952161949,0.46713044677,0.45877896516,0.48672518451,0.48324805084,0.49967246271,0.47320032615,0.46555204268,0.39382208253,0.49967286701,0.49368579291,0.46643594448,0.32669192571,0.46273507878,0.50162042054,0.47534008396,0.43567189535,0.49749507944,0.49988585735,0.44577816916,0.46471440363,0.36013237743,0.1768540745,0.42086061681,0.39357321811,0.44690067176,0.3473206311
28.0,0.35735720089,0.47907137455,0.47907137455,0.46646133409,0.45796591237,0.48640499813,0.48286482224,0.49959116917,0.47263764673,0.46485549324,0.39199325192,0.499591581,0.49349322578,0.46575473993,0.32402871073,0.46198981235,0.50157563095,0.47481527531,0.43447581741,0.49737315529,0.49980855562,0.44474675985,0.46400334027,0.35785408046,0.17338918307,0.41943113863,0.39174052656,0.44588775444,0.34488742571
28.5,0.35508779549,0.47862155229,0.47862155229,0.46579317879,0.45715429963,0.48608502228,0.48248189726,0.49950988884,0.47207563575,0.46415998453,0.39017290963,0.4995103082,0.49330073369,0.46507452878,0.32138715416,0.46124574392,0.50153084536,0.47429104535,0.43328301808,0.49725126101,0.49973126585,0.44371773253,0.46329336346,0.35559014074,0.16999206105,0.41800650218,0.389916353,0.4448771261,0.34247120814
29.0,0.35283276383,0.47817215231,0.47817215231,0.46512597949,0.45634412439,0.48576525683,0.48209927564,0.49942862174,0.4715142924,0.46346551501,0.38836101631,0.49942904862,0.49310831661,0.46439530957,0.31876708071,0.46050287157,0.50148606377,0.47376739344,0.43209348842,0.4971293966,0.49965398802,0.44269108173,0.46258447155,0.35334046847,0.16666138736,0.41658669115,0.38810065798,0.44386878159,0.3400718606
29.5,0.35059201535,0.47772317422,0.47772317422,0.46445973483,0.45553538412,0.48544570163,0.48171695715,0.49934736786,0.4709536159,0.46277208312,0.3865575328,0.49934780225,0.4929159745,0.46371708087,0.31616831649,0.45976119338,0.50144128617,0.47324431895,0.43090721947,0.49700756204,0.49957672214,0.44166680197,0.46187666289,0.35110497445,0.16339586651,0.41517168929,0.38629340224,0.44286271577,0.3376892661
30.0,0.34836546006,0.47727461762,0.47727461762,0.46379444345,0.45472807627,0.48512635656,0.48133494156,0.49926612719,0.47039360546,0.46207968733,0.38476242009,0.4992665691,0.49272370735,0.46303984123,0.31359068902,0.45902070744,0.50139651258,0.47272182123,0.42972420234,0.49688575734,0.49949946821,0.4406448878,0.46116993582,0.34888357,0.16019422811,0.41376148039,0.3844945467,0.44185892354,0.33532330847
30.5,0.34615300852,0.47682648211,0.47682648211,0.46313010398,0.45392219831,0.48480722147,0.48095322861,0.49918489974,0.46983426028,0.46138832608,0.38297563937,0.49918534916,0.49253151511,0.46236358922,0.3110340272,0.45828141184,0.50135174298,0.47219989966,0.42854442814,0.49676398248,0.49942222622,0.43962533378,0.46046428869,0.34667616699,0.15705522635,0.41235604831,0.38270405247,0.44085739979,0.3329738723
31.0,0.34395457187,0.47637876731,0.47637876731,0.46246671507,0.45311774771,0.48448829622,0.48057181807,0.49910368551,0.46927557958,0.46069799784,0.38119715201,0.49910414243,0.49233939777,0.46168832339,0.30849816128,0.45754330468,0.50130697737,0.4716785536,0.427367888,0.49664223745,0.49934499617,0.43860813446,0.45975971986,0.34448267784,0.15397763961,0.41095537696,0.38092188082,0.43985813941,0.330640843
31.5,0.34177006177,0.4759314728,0.4759314728,0.46180427536,0.45231472195,0.48416958068,0.48019070971,0.49902248448,0.46871756257,0.46000870107,0.37942691956,0.4990229489,0.4921473553,0.46101404233,0.30598292289,0.45680638405,0.50126221576,0.47115778242,0.42619457309,0.49652052226,0.49926777807,0.43759328445,0.45905622769,0.34230301552,0.15096026991,0.4095594503,0.3791479932,0.43886113733,0.32832410674
32.0,0.33959939047,0.47548459821,0.47548459821,0.4611427835,0.4515131185,0.48385107471,0.47980990328,0.49894129666,0.46816020846,0.45932043423,0.37766490373,0.49894176858,0.49195538765,0.46034074458,0.30348814501,0.45607064805,0.50121745815,0.47063758548,0.42502447459,0.49639883688,0.4991905719,0.43658077832,0.45835381053,0.3401370935,0.14800194252,0.40816825235,0.37738235126,0.43786638847,0.3260235505
32.5,0.33744247075,0.47503814314,0.47503814314,0.46048223813,0.45071293484,0.48353277817,0.47942939855,0.49886012205,0.46760351647,0.45863319578,0.37591106643,0.49886060146,0.49176349481,0.45966842873,0.30101366197,0.45533609479,0.50117270454,0.47011796216,0.4238575837,0.49627718132,0.49911337767,0.43557061069,0.45765246675,0.33798482582,0.14510150548,0.40678176718,0.3756249168,0.43687388777,0.32373906201
