Time,CYP3A4_1A_n1_SOC_N,CYP3A4_1A_n2_SOC_N,CYP3A4_1A_n3_SOC_N,CYP3A4_1A_n4_SOC_N,CYP3A4_2_n1_SOC_N,CYP3A4_3_n1_SOC_N,CYP3A4_4_n1_SOC_N,CYP3A4_4_n2_SOC_N,CYP3A4_4_n3_SOC_N,CYP3A4_4_n4_SOC_N,CYP3A4_5_n1_SOC_N,CYP3A4_7_n1_SOC_N,CYP3A4_8_n1_SOC_N,CYP3A4_9_n1_SOC_N,CYP3A4_10_n1_SOC_N,CYP3A4_11_n1_SOC_N,CYP3A4_11_n2_SOC_N,CYP3A4_11_n3_SOC_N,CYP3A4_11_n4_SOC_N,CYP3A4_12_n1_SOC_N,CYP3A4_13_n1_SOC_N,CYP3A4_14_n1_SOC_N,CYP3A4_15_n1_SOC_N,CYP3A4_15_n2_SOC_N,CYP3A4_15_n3_SOC_N,CYP3A4_15_n4_SOC_N,CYP3A4_16_n1_SOC_N,CYP3A4_17_n1_SOC_N,CYP3A4_18_n1_SOC_N,CYP3A4_19_n1_SOC_N,CYP3A4_20_n1_SOC_N,CYP3A4_21_n1_SOC_N,CYP3A4_23_n1_SOC_N,CYP3A4_24_n1_SOC_N,CYP3A4_28_n1_SOC_N,CYP3A4_28_n2_SOC_N,CYP3A4_28_n3_SOC_N,CYP3A4_28_n4_SOC_N,CYP3A4_29_n1_SOC_N,CYP3A4_29_n2_SOC_N,CYP3A4_29_n3_SOC_N,CYP3A4_29_n4_SOC_N,CYP3A4_31_n1_SOC_N,CYP3A4_32_n1_SOC_N,CYP3A4_32_n2_SOC_N,CYP3A4_32_n3_SOC_N,CYP3A4_32_n4_SOC_N,CYP3A4_33_n1_SOC_N,CYP3A4_34_n1_SOC_N,CYP3A4_34_n2_SOC_N,CYP3A4_34_n3_SOC_N,CYP3A4_34_n4_SOC_N
4460,5.2341200081e-06,5.2341200081e-06,5.2341200081e-06,5.2341200081e-06,4.709984457e-41,5.4984653082e-30,7.7590151041e-25,7.7590151041e-25,7.7590151041e-25,7.7590151041e-25,3.2142160185e-50,1.7626452036e-45,1.8428854001e-74,8.6358639491e-35,6.8058261807e-29,7.7996883952e-09,7.7996883952e-09,7.7996883952e-09,7.7996883952e-09,1.8391998745e-74,8.7788746955e-62,1.7026417376e-29,0.0002595153406,0.0002595153406,0.0002595153406,0.0002595153406,4.3931750555e-27,3.1475795338e-79,9.5832391204e-37,5.4704841125e-16,1.6050511995e-69,5.7501094219e-75,4.0089137481e-19,2.4388645031e-28,4.9263189991e-06,4.9263189991e-06,4.9263189991e-06,4.9263189991e-06,0.80162327636,0.80162327636,0.80162327636,0.80162327636,1.1767213482e-12,8.4353186868e-09,8.4353186868e-09,8.4353186868e-09,8.4353186868e-09,1.6079506546e-19,2.7415162506e-05,2.7415162506e-05,2.7415162506e-05,2.7415162506e-05
4465,5.2401645497e-06,5.2401645497e-06,5.2401645497e-06,5.2401645497e-06,4.5221943934e-41,5.4139761981e-30,7.6999913862e-25,7.6999913862e-25,7.6999913862e-25,7.6999913862e-25,2.9998340629e-50,1.670661252e-45,1.5563528039e-74,8.4218451046e-35,6.7138964936e-29,7.8084054985e-09,7.8084054985e-09,7.8084054985e-09,7.8084054985e-09,1.5532342411e-74,7.8428968265e-62,1.6779283923e-29,0.00025981541446,0.00025981541446,0.00025981541446,0.00025981541446,4.3462863157e-27,2.5976721565e-79,9.3037643028e-37,5.4691755294e-16,1.3868001588e-69,4.8444464558e-75,4.0009170936e-19,2.4081136301e-28,4.9320078351e-06,4.9320078351e-06,4.9320078351e-06,4.9320078351e-06,0.80254947708,0.80254947708,0.80254947708,0.80254947708,1.1776061003e-12,8.444757231e-09,8.444757231e-09,8.444757231e-09,8.444757231e-09,1.6042911438e-19,2.7446851846e-05,2.7446851846e-05,2.7446851846e-05,2.7446851846e-05
4470,5.246216177e-06,5.246216177e-06,5.246216177e-06,5.246216177e-06,4.3422451351e-41,5.3310520573e-30,7.6416673467e-25,7.6416673467e-25,7.6416673467e-25,7.6416673467e-25,2.8000152251e-50,1.5836191766e-45,1.3144412596e-74,8.2136658107e-35,6.6235158041e-29,7.8171353029e-09,7.8171353029e-09,7.8171353029e-09,7.8171353029e-09,1.3118023052e-74,7.0073333039e-62,1.6536537872e-29,0.00026011583552,0.00026011583552,0.00026011583552,0.00026011583552,4.3000713165e-27,2.1439092108e-79,9.033079285e-37,5.4679115029e-16,1.1983115458e-69,4.0816404685e-75,3.9929979203e-19,2.3778563713e-28,4.9377033427e-06,4.9377033427e-06,4.9377033427e-06,4.9377033427e-06,0.80347674709,0.80347674709,0.80347674709,0.80347674709,1.1784949387e-12,8.4542094407e-09,8.4542094407e-09,8.4542094407e-09,8.4542094407e-09,1.6006663109e-19,2.747857799e-05,2.747857799e-05,2.747857799e-05,2.747857799e-05
4475,5.2522748972e-06,5.2522748972e-06,5.2522748972e-06,5.2522748972e-06,4.1697953119e-41,5.2496598981e-30,7.5840329494e-25,7.5840329494e-25,7.5840329494e-25,7.5840329494e-25,2.6137526722e-50,1.5012461204e-45,1.1101910299e-74,8.0111536218e-35,6.5346539848e-29,7.8258778004e-09,7.8258778004e-09,7.8258778004e-09,7.8258778004e-09,1.1079578095e-74,6.2613451099e-62,1.6298090022e-29,0.00026041660416,0.00026041660416,0.00026041660416,0.00026041660416,4.2545186107e-27,1.7694686104e-79,8.7708891556e-37,5.4666917458e-16,1.0355151564e-69,3.4391242322e-75,3.9851555315e-19,2.3480835126e-28,4.9434055284e-06,4.9434055284e-06,4.9434055284e-06,4.9434055284e-06,0.8044050876,0.8044050876,0.8044050876,0.8044050876,1.1793878471e-12,8.4636753075e-09,8.4636753075e-09,8.4636753075e-09,8.4636753075e-09,1.5970758325e-19,2.751034098e-05,2.751034098e-05,2.751034098e-05,2.751034098e-05
4480,5.2583407171e-06,5.2583407171e-06,5.2583407171e-06,5.2583407171e-06,4.004518998e-41,5.1697675039e-30,7.5270783257e-25,7.5270783257e-25,7.5270783257e-25,7.5270783257e-25,2.4401103668e-50,1.4232846849e-45,9.3772963012e-75,7.8141415424e-35,6.447281564e-29,7.8346329829e-09,7.8346329829e-09,7.8346329829e-09,7.8346329829e-09,9.3583966578e-75,5.5952703171e-62,1.6063853189e-29,0.0002607177208,0.0002607177208,0.0002607177208,0.0002607177208,4.2096169724e-27,1.4604737491e-79,8.5169094767e-37,5.4655159737e-16,8.9489898831e-70,2.8979007344e-75,3.9773892383e-19,2.3187860335e-28,4.9491143989e-06,4.9491143989e-06,4.9491143989e-06,4.9491143989e-06,0.80533449986,0.80533449986,0.80533449986,0.80533449986,1.1802848091e-12,8.4731548233e-09,8.4731548233e-09,8.4731548233e-09,8.4731548233e-09,1.593519389e-19,2.7542140854e-05,2.7542140854e-05,2.7542140854e-05,2.7542140854e-05
4485,5.2644136439e-06,5.2644136439e-06,5.2644136439e-06,5.2644136439e-06,3.8461049874e-41,5.0913434087e-30,7.4707937719e-25,7.4707937719e-25,7.4707937719e-25,7.4707937719e-25,2.278218008e-50,1.349492033e-45,7.9210171015e-75,7.6224678438e-35,6.3613697099e-29,7.8434008427e-09,7.8434008427e-09,7.8434008427e-09,7.8434008427e-09,7.9050215971e-75,5.0004954953e-62,1.5833742162e-29,0.00026101918582,0.00026101918582,0.00026101918582,0.00026101918582,4.1653553925e-27,1.2054773789e-79,8.2708658927e-37,5.4643839051e-16,7.7343247218e-70,2.4419775284e-75,3.96969836e-19,2.2899551023e-28,4.9548299606e-06,4.9548299606e-06,4.9548299606e-06,4.9548299606e-06,0.80626498509,0.80626498509,0.80626498509,0.80626498509,1.1811858088e-12,8.4826479803e-09,8.4826479803e-09,8.4826479803e-09,8.4826479803e-09,1.5899966649e-19,2.7573977653e-05,2.7573977653e-05,2.7573977653e-05,2.7573977653e-05
4490,5.2704936847e-06,5.2704936847e-06,5.2704936847e-06,5.2704936847e-06,3.6942561055e-41,5.014356879e-30,7.4151697455e-25,7.4151697455e-25,7.4151697455e-25,7.4151697455e-25,2.127266338e-50,1.2796390443e-45,6.6912559593e-75,7.4359758881e-35,6.2768902157e-29,7.852181372e-09,7.852181372e-09,7.852181372e-09,7.852181372e-09,6.6777176455e-75,4.4693412494e-62,1.5607673645e-29,0.00026132099963,0.00026132099963,0.00026132099963,0.00026132099963,4.1217230738e-27,9.9503599225e-80,8.0324937542e-37,5.4632952609e-16,6.6850028998e-70,2.0578908334e-75,3.9620822238e-19,2.261582072e-28,4.9605522204e-06,4.9605522204e-06,4.9605522204e-06,4.9605522204e-06,0.80719654454,0.80719654454,0.80719654454,0.80719654454,1.1820908303e-12,8.4921547706e-09,8.4921547706e-09,8.4921547706e-09,8.4921547706e-09,1.5865073481e-19,2.7605851419e-05,2.7605851419e-05,2.7605851419e-05,2.7605851419e-05
4495,5.2765808465e-06,5.2765808465e-06,5.2765808465e-06,5.2765808465e-06,3.5486885534e-41,4.9387778944e-30,7.3601968625e-25,7.3601968625e-25,7.3601968625e-25,7.3601968625e-25,1.9865027905e-50,1.2135095218e-45,5.6527230599e-75,7.254513958e-35,6.1938154844e-29,7.8609745636e-09,7.8609745636e-09,7.8609745636e-09,7.8609745636e-09,5.6412638806e-75,3.9949603261e-62,1.5385566218e-29,0.00026162316263,0.00026162316263,0.00026162316263,0.00026162316263,4.0787094266e-27,8.2135882609e-80,7.8015377566e-37,5.4622497652e-16,5.7784531699e-70,1.7343051243e-75,3.9545401647e-19,2.233658476e-28,4.9662811848e-06,4.9662811848e-06,4.9662811848e-06,4.9662811848e-06,0.80812917945,0.80812917945,0.80812917945,0.80812917945,1.1829998578e-12,8.5016751869e-09,8.5016751869e-09,8.5016751869e-09,8.5016751869e-09,1.5830511305e-19,2.7637762191e-05,2.7637762191e-05,2.7637762191e-05,2.7637762191e-05
4500,5.2826751366e-06,5.2826751366e-06,5.2826751366e-06,5.2826751366e-06,3.4091312837e-41,4.8645771299e-30,7.3058658944e-25,7.3058658944e-25,7.3058658944e-25,7.3058658944e-25,1.8552274536e-50,1.1508994443e-45,4.7756351629e-75,7.0779350924e-35,6.1121185145e-29,7.8697804102e-09,7.8697804102e-09,7.8697804102e-09,7.8697804102e-09,4.765935319e-75,3.5712469029e-62,1.5167340288e-29,0.00026192567521,0.00026192567521,0.00026192567521,0.00026192567521,4.0363040641e-27,6.7801839565e-80,7.5777515926e-37,5.4612471443e-16,4.9951942559e-70,1.4616762177e-75,3.9470715253e-19,2.2061760238e-28,4.9720168604e-06,4.9720168604e-06,4.9720168604e-06,4.9720168604e-06,0.80906289104,0.80906289104,0.80906289104,0.80906289104,1.1839128756e-12,8.5112092218e-09,8.5112092218e-09,8.5112092218e-09,8.5112092218e-09,1.5796277075e-19,2.7669710011e-05,2.7669710011e-05,2.7669710011e-05,2.7669710011e-05
4505,5.2887765619e-06,5.2887765619e-06,5.2887765619e-06,5.2887765619e-06,3.2753254071e-41,4.7917259384e-30,7.2521677652e-25,7.2521677652e-25,7.2521677652e-25,7.2521677652e-25,1.7327893247e-50,1.091616264e-45,4.0348550122e-75,6.9060969285e-35,6.031772886e-29,7.8785989047e-09,7.8785989047e-09,7.8785989047e-09,7.8785989047e-09,4.0266439703e-75,3.1927558229e-62,1.4952918042e-29,0.00026222853779,0.00026222853779,0.00026222853779,0.00026222853779,3.9944967983e-27,5.5971176316e-80,7.360897619e-37,5.4602871274e-16,4.3184106488e-70,1.2319677722e-75,3.9396756559e-19,2.1791265972e-28,4.9777592542e-06,4.9777592542e-06,4.9777592542e-06,4.9777592542e-06,0.80999768057,0.80999768057,0.80999768057,0.80999768057,1.1848298682e-12,8.5207568682e-09,8.5207568682e-09,8.5207568682e-09,8.5207568682e-09,1.5762367781e-19,2.7701694919e-05,2.7701694919e-05,2.7701694919e-05,2.7701694919e-05
4510,5.2948851298e-06,5.2948851298e-06,5.2948851298e-06,5.2948851298e-06,3.147023627e-41,4.7201963334e-30,7.1990935487e-25,7.1990935487e-25,7.1990935487e-25,7.1990935487e-25,1.6185828363e-50,1.0354782449e-45,3.4091654526e-75,6.7388615486e-35,5.9527527463e-29,7.8874300402e-09,7.8874300402e-09,7.8874300402e-09,7.8874300402e-09,3.4022143438e-75,2.8546306795e-62,1.4742223406e-29,0.00026253175076,0.00026253175076,0.00026253175076,0.00026253175076,3.9532776356e-27,4.6206364295e-80,7.150746535e-37,5.4593694461e-16,3.7335868024e-70,1.0384127209e-75,3.9323519144e-19,2.1525022462e-28,4.9835083726e-06,4.9835083726e-06,4.9835083726e-06,4.9835083726e-06,0.81093354928,0.81093354928,0.81093354928,0.81093354928,1.1857508203e-12,8.5303181193e-09,8.5303181193e-09,8.5303181193e-09,8.5303181193e-09,1.5728780449e-19,2.7733716957e-05,2.7733716957e-05,2.7733716957e-05,2.7733716957e-05
4515,5.3010008474e-06,5.3010008474e-06,5.3010008474e-06,5.3010008474e-06,3.0239897013e-41,4.6499609728e-30,7.1466344655e-25,7.1466344655e-25,7.1466344655e-25,7.1466344655e-25,1.5120446323e-50,9.8231384089e-46,2.8806571361e-75,6.5760953329e-35,5.875032797e-29,7.8962738101e-09,7.8962738101e-09,7.8962738101e-09,7.8962738101e-09,2.8747723297e-75,2.5525397765e-62,1.4535182003e-29,0.00026283531452,0.00026283531452,0.00026283531452,0.00026283531452,3.9126367728e-27,3.8146400599e-80,6.9470770747e-37,5.4584938349e-16,3.2281916655e-70,8.7531250448e-76,3.9250996659e-19,2.126295185e-28,4.9892642225e-06,4.9892642225e-06,4.9892642225e-06,4.9892642225e-06,0.8118704984,0.8118704984,0.8118704984,0.8118704984,1.1866757166e-12,8.5398929682e-09,8.5398929682e-09,8.5398929682e-09,8.5398929682e-09,1.5695512139e-19,2.7765776165e-05,2.7765776165e-05,2.7765776165e-05,2.7765776165e-05
4520,5.3071237219e-06,5.3071237219e-06,5.3071237219e-06,5.3071237219e-06,2.9059979304e-41,4.5809931419e-30,7.0947818805e-25,7.0947818805e-25,7.0947818805e-25,7.0947818805e-25,1.4126505769e-50,9.3196110987e-46,2.4342120139e-75,6.4176688171e-35,5.798588281e-29,7.9051302078e-09,7.9051302078e-09,7.9051302078e-09,7.9051302078e-09,2.4292296831e-75,2.2826190942e-62,1.4331721108e-29,0.00026313922948,0.00026313922948,0.00026313922948,0.00026313922948,3.8725645928e-27,3.1493413432e-80,6.7496757103e-37,5.4576600305e-16,2.7914066062e-70,7.3786810814e-76,3.9179182827e-19,2.1004977886e-28,4.9950268107e-06,4.9950268107e-06,4.9950268107e-06,4.9950268107e-06,0.8128085292,0.8128085292,0.8128085292,0.8128085292,1.1876045421e-12,8.5494814085e-09,8.5494814085e-09,8.5494814085e-09,8.5494814085e-09,1.5662559949e-19,2.7797872584e-05,2.7797872584e-05,2.7797872584e-05,2.7797872584e-05
4525,5.3132537605e-06,5.3132537605e-06,5.3132537605e-06,5.3132537605e-06,2.7928326695e-41,4.5132667388e-30,7.0435273001e-25,7.0435273001e-25,7.0435273001e-25,7.0435273001e-25,1.3199129788e-50,8.8426716272e-46,2.0570676071e-75,6.2634565553e-35,5.7233949697e-29,7.9139992271e-09,7.9139992271e-09,7.9139992271e-09,7.9139992271e-09,2.0528491348e-75,2.0414214925e-62,1.4131769614e-29,0.00026344349604,0.00026344349604,0.00026344349604,0.00026344349604,3.8330516613e-27,2.600161378e-80,6.5583363669e-37,5.4568677723e-16,2.413890742e-70,6.2203785464e-76,3.9108071447e-19,2.0751025891e-28,5.0007961439e-06,5.0007961439e-06,5.0007961439e-06,5.0007961439e-06,0.8137476429,0.8137476429,0.8137476429,0.8137476429,1.1885372817e-12,8.5590834338e-09,8.5590834338e-09,8.5590834338e-09,8.5590834338e-09,1.5629921006e-19,2.7830006255e-05,2.7830006255e-05,2.7830006255e-05,2.7830006255e-05
4530,5.3193909705e-06,5.3193909705e-06,5.3193909705e-06,5.3193909705e-06,2.6842878639e-41,4.4467562579e-30,6.9928623696e-25,6.9928623696e-25,6.9928623696e-25,6.9928623696e-25,1.2333780148e-50,8.3908764456e-46,1.7384494027e-75,6.1133369872e-35,5.6494291502e-29,7.9228808618e-09,7.9228808618e-09,7.9228808618e-09,7.9228808618e-09,1.7348774958e-75,1.8258714635e-62,1.3935257984e-29,0.00026374811461,0.00026374811461,0.00026374811461,0.00026374811461,3.7940887222e-27,2.146818203e-80,6.3728601492e-37,5.4561168022e-16,2.0875785198e-70,5.2441771223e-76,3.9037656386e-19,2.0501022717e-28,5.0065722289e-06,5.0065722289e-06,5.0065722289e-06,5.0065722289e-06,0.81468784076,0.81468784076,0.81468784076,0.81468784076,1.1894739208e-12,8.5686990379e-09,8.5686990379e-09,8.5686990379e-09,8.5686990379e-09,1.5597592475e-19,2.786217722e-05,2.786217722e-05,2.786217722e-05,2.786217722e-05
4535,5.3255353592e-06,5.3255353592e-06,5.3255353592e-06,5.3255353592e-06,2.5801666072e-41,4.3814367759e-30,6.9427788707e-25,6.9427788707e-25,6.9427788707e-25,6.9427788707e-25,1.1526233386e-50,7.9628624637e-46,1.4692607064e-75,5.9671923106e-35,5.576667614e-29,7.9317751058e-09,7.9317751058e-09,7.9317751058e-09,7.9317751058e-09,1.4662361108e-75,1.6332248247e-62,1.3742118222e-29,0.00026405308558,0.00026405308558,0.00026405308558,0.00026405308558,3.7556666941e-27,1.7725750414e-80,6.1930550774e-37,5.4554068645e-16,1.8055051e-70,4.4214054662e-76,3.8967931581e-19,2.0254896719e-28,5.0123550726e-06,5.0123550726e-06,5.0123550726e-06,5.0123550726e-06,0.81562912404,0.81562912404,0.81562912404,0.81562912404,1.1904144444e-12,8.578328215e-09,8.578328215e-09,8.578328215e-09,8.578328215e-09,1.5565571552e-19,2.789438552e-05,2.789438552e-05,2.789438552e-05,2.789438552e-05
4540,5.3316869339e-06,5.3316869339e-06,5.3316869339e-06,5.3316869339e-06,2.48028072e-41,4.317283937e-30,6.8932687189e-25,6.8932687189e-25,6.8932687189e-25,6.8932687189e-25,1.0772558614e-50,7.5573424527e-46,1.2418209588e-75,5.8249083575e-35,5.5050876444e-29,7.9406819534e-09,7.9406819534e-09,7.9406819534e-09,7.9406819534e-09,1.2392596806e-75,1.4610328097e-62,1.3552283829e-29,0.00026435840936,0.00026435840936,0.00026435840936,0.00026435840936,3.717776667e-27,1.4636201626e-80,6.0187358344e-37,5.4547377059e-16,1.5616557165e-70,3.7279131454e-76,3.8898891039e-19,2.0012577715e-28,5.0181446818e-06,5.0181446818e-06,5.0181446818e-06,5.0181446818e-06,0.81657149397,0.81657149397,0.81657149397,0.81657149397,1.1913588381e-12,8.5879709592e-09,8.5879709592e-09,8.5879709592e-09,8.5879709592e-09,1.5533855465e-19,2.7926631196e-05,2.7926631196e-05,2.7926631196e-05,2.7926631196e-05
4545,5.3378457019e-06,5.3378457019e-06,5.3378457019e-06,5.3378457019e-06,2.384450349e-41,4.2542739387e-30,6.8443239609e-25,6.8443239609e-25,6.8443239609e-25,6.8443239609e-25,1.0069096907e-50,7.1731007171e-46,1.0496449297e-75,5.6863744751e-35,5.4346670058e-29,7.949601399e-09,7.949601399e-09,7.949601399e-09,7.949601399e-09,1.0474758852e-75,1.3071100738e-62,1.3365689771e-29,0.00026466408637,0.00026466408637,0.00026466408637,0.00026466408637,3.6804098982e-27,1.2085553016e-80,5.849723522e-37,5.4541090757e-16,1.3508357107e-70,3.1433567268e-76,3.8830528835e-19,1.9773996955e-28,5.0239410633e-06,5.0239410633e-06,5.0239410633e-06,5.0239410633e-06,0.81751495182,0.81751495182,0.81751495182,0.81751495182,1.1923070875e-12,8.5976272649e-09,8.5976272649e-09,8.5976272649e-09,8.5976272649e-09,1.5502441477e-19,2.7958914289e-05,2.7958914289e-05,2.7958914289e-05,2.7958914289e-05
4550,5.3440116705e-06,5.3440116705e-06,5.3440116705e-06,5.3440116705e-06,2.2925035845e-41,4.1923835181e-30,6.7959367727e-25,6.7959367727e-25,6.7959367727e-25,6.7959367727e-25,9.4124421794e-51,6.8089890193e-46,8.8725639445e-76,5.551483411e-35,5.3653839317e-29,7.9585334371e-09,7.9585334371e-09,7.9585334371e-09,7.9585334371e-09,8.8541942297e-76,1.1695061857e-62,1.3182272441e-29,0.00026497011699,0.00026497011699,0.00026497011699,0.00026497011699,3.6435578091e-27,9.9797361724e-81,5.6858454267e-37,5.4535207253e-16,1.1685583936e-70,2.6505987682e-76,3.8762839111e-19,1.9539087092e-28,5.0297442241e-06,5.0297442241e-06,5.0297442241e-06,5.0297442241e-06,0.81845949883,0.81845949883,0.81845949883,0.81845949883,1.1932591781e-12,8.6072971267e-09,8.6072971267e-09,8.6072971267e-09,8.6072971267e-09,1.5471326881e-19,2.7991234842e-05,2.7991234842e-05,2.7991234842e-05,2.7991234842e-05
4555,5.350184847e-06,5.350184847e-06,5.350184847e-06,5.350184847e-06,2.2042760975e-41,4.1315899387e-30,6.7480994565e-25,6.7480994565e-25,6.7480994565e-25,6.7480994565e-25,8.7994234142e-51,6.4639227417e-46,7.5003089964e-76,5.4201312018e-35,5.2972171146e-29,7.9674780624e-09,7.9674780624e-09,7.9674780624e-09,7.9674780624e-09,7.4847508227e-76,1.0464802225e-62,1.3001969625e-29,0.00026527650165,0.00026527650165,0.00026527650165,0.00026527650165,3.6072119816e-27,8.2411150807e-81,5.5269347945e-37,5.4529724087e-16,1.0109482852e-70,2.2352018295e-76,3.8695816076e-19,1.9307782146e-28,5.035554171e-06,5.035554171e-06,5.035554171e-06,5.035554171e-06,0.81940513627,0.81940513627,0.81940513627,0.81940513627,1.1942150959e-12,8.6169805394e-09,8.6169805394e-09,8.6169805394e-09,8.6169805394e-09,1.5440509001e-19,2.8023592895e-05,2.8023592895e-05,2.8023592895e-05,2.8023592895e-05
4560,5.3563652389e-06,5.3563652389e-06,5.3563652389e-06,5.3563652389e-06,2.119610792e-41,4.0718709772e-30,6.7008044392e-25,6.7008044392e-25,6.7008044392e-25,6.7008044392e-25,8.2270881709e-51,6.1368772725e-46,6.3406306949e-76,5.292217066e-35,5.2301456949e-29,7.9764352698e-09,7.9764352698e-09,7.9764352698e-09,7.9764352698e-09,6.3274530725e-76,9.3647812875e-63,1.2824720471e-29,0.00026558324075,0.00026558324075,0.00026558324075,0.00026558324075,3.5713641548e-27,6.8056134959e-81,5.3728306144e-37,5.4524638821e-16,8.746576148e-71,1.8850024597e-76,3.8629454005e-19,1.9080017474e-28,5.041370911e-06,5.041370911e-06,5.041370911e-06,5.041370911e-06,0.82035186538,0.82035186538,0.82035186538,0.82035186538,1.1951748267e-12,8.6266774979e-09,8.6266774979e-09,8.6266774979e-09,8.6266774979e-09,1.5409985193e-19,2.8055988491e-05,2.8055988491e-05,2.8055988491e-05,2.8055988491e-05
4565,5.3625528536e-06,5.3625528536e-06,5.3625528536e-06,5.3625528536e-06,2.0383574755e-41,4.0132049109e-30,6.6540442693e-25,6.6540442693e-25,6.6540442693e-25,6.6540442693e-25,7.692687265e-51,5.8268846022e-46,5.3605461626e-76,5.1676433004e-35,5.1641492505e-29,7.9854050544e-09,7.9854050544e-09,7.9854050544e-09,7.9854050544e-09,5.3493842724e-76,8.3811253674e-63,1.2650465455e-29,0.00026589033469,0.00026589033469,0.00026589033469,0.00026589033469,3.5360062221e-27,5.6203448661e-81,5.2233774095e-37,5.4519949041e-16,7.5679426114e-71,1.5897525002e-76,3.8563747235e-19,1.8855729742e-28,5.047194451e-06,5.047194451e-06,5.047194451e-06,5.047194451e-06,0.82129968744,0.82129968744,0.82129968744,0.82129968744,1.1961383567e-12,8.6363879973e-09,8.6363879973e-09,8.6363879973e-09,8.6363879973e-09,1.5379752843e-19,2.808842167e-05,2.808842167e-05,2.808842167e-05,2.808842167e-05
4570,5.3687476985e-06,5.3687476985e-06,5.3687476985e-06,5.3687476985e-06,1.960372544e-41,3.9555705056e-30,6.6078116154e-25,6.6078116154e-25,6.6078116154e-25,6.6078116154e-25,7.1936605398e-51,5.5330301171e-46,4.5321981958e-76,5.0463151803e-35,5.099207787e-29,7.9943874113e-09,7.9943874113e-09,7.9943874112e-09,7.9943874113e-09,4.5227432147e-76,7.5014477913e-63,1.2479146346e-29,0.00026619778388,0.00026619778388,0.00026619778388,0.00026619778388,3.5011302272e-27,4.6416568211e-81,5.078425037e-37,5.4515652354e-16,6.5485956021e-71,1.3408170513e-76,3.849869017e-19,1.8634856896e-28,5.0530247979e-06,5.0530247979e-06,5.0530247979e-06,5.0530247979e-06,0.82224860369,0.82224860369,0.82224860369,0.82224860369,1.1971056718e-12,8.6461120329e-09,8.6461120329e-09,8.6461120329e-09,8.6461120329e-09,1.5349809367e-19,2.8120892476e-05,2.8120892476e-05,2.8120892476e-05,2.8120892476e-05
4575,5.374949781e-06,5.374949781e-06,5.374949781e-06,5.374949781e-06,1.8855186826e-41,3.8989470033e-30,6.5620992635e-25,6.5620992635e-25,6.5620992635e-25,6.5620992635e-25,6.7276236504e-51,5.254449579e-46,3.8320574536e-76,4.9281408628e-35,5.0353017275e-29,8.0033823359e-09,8.0033823359e-09,8.0033823359e-09,8.0033823359e-09,3.8240479461e-76,6.7146885412e-63,1.2310706181e-29,0.00026650558874,0.00026650558874,0.00026650558874,0.00026650558874,3.4667283619e-27,3.8335176583e-81,4.9378284954e-37,5.4511746391e-16,5.6669462541e-71,1.1309201392e-76,3.8434277274e-19,1.8417338132e-28,5.0588619588e-06,5.0588619588e-06,5.0588619588e-06,5.0588619588e-06,0.8231986154,0.8231986154,0.8231986154,0.8231986154,1.1980767586e-12,8.6558496002e-09,8.6558496002e-09,8.6558496002e-09,8.6558496002e-09,1.5320152212e-19,2.8153400949e-05,2.8153400949e-05,2.8153400949e-05,2.8153400949e-05
4580,5.3811591085e-06,5.3811591085e-06,5.3811591085e-06,5.3811591085e-06,1.8136645792e-41,3.8433141105e-30,6.5169001153e-25,6.5169001153e-25,6.5169001153e-25,6.5169001153e-25,6.2923557862e-51,4.9903262805e-46,3.2402490218e-76,4.8130312934e-35,4.9724119036e-29,8.0123898237e-09,8.0123898237e-09,8.0123898237e-09,8.0123898237e-09,3.2334636573e-76,6.0109713014e-63,1.214508923e-29,0.00026681374966,0.00026681374966,0.00026681374966,0.00026681374966,3.4327929621e-27,3.1661849706e-81,4.8014477383e-37,5.4508228805e-16,4.9043401216e-71,9.5393053683e-77,3.8370503077e-19,1.8203113865e-28,5.0647059407e-06,5.0647059407e-06,5.0647059407e-06,5.0647059407e-06,0.82414972382,0.82414972382,0.82414972382,0.82414972382,1.1990516034e-12,8.6656006949e-09,8.6656006949e-09,8.6656006949e-09,8.6656006949e-09,1.5290778852e-19,2.8185947131e-05,2.8185947131e-05,2.8185947131e-05,2.8185947131e-05
4585,5.3873756887e-06,5.3873756887e-06,5.3873756887e-06,5.3873756887e-06,1.7446846527e-41,3.7886519871e-30,6.4722071857e-25,6.4722071857e-25,6.4722071857e-25,6.4722071857e-25,5.8857882656e-51,4.7398883637e-46,2.739983932e-76,4.7009001162e-35,4.9105195451e-29,8.0214098705e-09,8.0214098705e-09,8.0214098705e-09,8.0214098705e-09,2.7342353229e-76,5.381476001e-63,1.198224097e-29,0.00026712226707,0.00026712226707,0.00026712226707,0.00026712226707,3.3993165059e-27,2.6151070444e-81,4.6691474967e-37,5.4505097271e-16,4.2446571902e-71,8.0468139224e-77,3.8307362166e-19,1.799212571e-28,5.0705567505e-06,5.0705567505e-06,5.0705567505e-06,5.0705567505e-06,0.82510193024,0.82510193024,0.82510193024,0.82510193024,1.2000301926e-12,8.6753653126e-09,8.6753653126e-09,8.6753653126e-09,8.6753653126e-09,1.5261686793e-19,2.8218531065e-05,2.8218531065e-05,2.8218531065e-05,2.8218531065e-05
