Time,C_B_target,CYP3A4_1A_n1_SOC,CYP3A4_1A_n2_SOC,CYP3A4_1A_n3_SOC,CYP3A4_1A_n4_SOC,CYP3A4_2_n1_SOC,CYP3A4_3_n1_SOC,CYP3A4_4_n1_SOC,CYP3A4_5_n1_SOC,CYP3A4_7_n1_SOC,CYP3A4_8_n1_SOC,CYP3A4_9_n1_SOC,CYP3A4_10_n1_SOC,CYP3A4_11_n1_SOC,CYP3A4_12_n1_SOC,CYP3A4_13_n1_SOC,CYP3A4_14_n1_SOC,CYP3A4_15_n1_SOC,CYP3A4_15_n3_SOC,CYP3A4_15_n4_SOC,CYP3A4_16_n1_SOC,CYP3A4_17_n1_SOC,CYP3A4_18_n1_SOC,CYP3A4_19_n1_SOC,CYP3A4_20_n1_SOC,CYP3A4_21_n1_SOC,CYP3A4_23_n1_SOC,CYP3A4_24_n1_SOC,CYP3A4_28_n1_SOC,CYP3A4_29_n1_SOC,CYP3A4_29_n2_SOC,CYP3A4_29_n3_SOC,CYP3A4_29_n4_SOC,CYP3A4_31_n1_SOC,CYP3A4_32_n1_SOC,CYP3A4_33_n1_SOC,CYP3A4_34_n1_SOC,CYP3A4_34_n3_SOC,CYP3A4_34_n4_SOC
50.0,0.440652712,0.440652712,0.440652712,0.440652712,0.440652712,0.49407826791,0.48894399354,0.48543854734,0.49702796643,0.49560741426,0.50226658661,0.49146880802,0.48828442386,0.45681304453,0.50226674937,0.49985422098,0.48865402989,0.42419657806,0.42419657806,0.42419657806,0.48710414676,0.50304792124,0.49235445933,0.47554402074,0.50139113767,0.50235226618,0.47990857084,0.48793381101,0.44089969493,0.33330311723,0.33330311723,0.33330311723,0.33330311723,0.46904302813,0.45670333428,0.48039071946,0.43461368301,0.43461368301,0.43461368301
55.0,0.43477199752,0.43477199752,0.43477199752,0.43477199752,0.43477199752,0.49309689928,0.48746332625,0.48362039853,0.49633608733,0.49477587297,0.50209357345,0.49023293714,0.48674003531,0.45234432878,0.50209375238,0.49944152145,0.48714533024,0.41694470939,0.41694470939,0.41694470939,0.48544596878,0.50295281232,0.491204789,0.47278817543,0.50113099513,0.50218778931,0.47756356697,0.48635559403,0.43503940956,0.31979030135,0.31979030135,0.31979030135,0.31979030135,0.46568313023,0.45222443416,0.47809129589,0.42822135341,0.42822135341,0.42822135341
60.0,0.42896951307,0.42896951307,0.42896951307,0.42896951307,0.42896951307,0.49211747954,0.48598713771,0.48180905516,0.49564517091,0.49394572545,0.50192061987,0.48900017093,0.48520052451,0.44791930187,0.50192081497,0.49902916231,0.48564128146,0.40981643814,0.40981643814,0.40981643814,0.48379342415,0.50285772138,0.49005779967,0.47004827408,0.50087098753,0.50202336628,0.47522999901,0.48478247467,0.4292566552,0.30682369949,0.30682369949,0.30682369949,0.30682369949,0.46234722613,0.44778936449,0.47580284368,0.42192264951,0.42192264951,0.42192264951
65.0,0.42324422459,0.42324422459,0.42324422459,0.42324422459,0.42324422459,0.49114000483,0.4845154144,0.48000449178,0.49495521581,0.49311696936,0.50174772585,0.48777050161,0.4836658761,0.44353753717,0.50174793711,0.4986171433,0.48414186925,0.40280967053,0.40280967053,0.40280967053,0.48214649379,0.50276264841,0.48891348511,0.46732422473,0.5006111148,0.50185899708,0.47290781142,0.48321443651,0.42355041565,0.29438136134,0.29438136134,0.29438136134,0.29438136134,0.45903514554,0.44339769818,0.47352531082,0.41571621144,0.41571621144,0.41571621144
70.0,0.41759511153,0.41759511153,0.41759511153,0.41759511153,0.41759511153,0.49016447128,0.48304814283,0.47820668305,0.49426622072,0.49228960238,0.50157489138,0.4865439214,0.48213607477,0.4391986122,0.50157511877,0.49820546412,0.48264707937,0.39592234781,0.39592234781,0.39592234781,0.48050515872,0.50266759342,0.48777183909,0.464615936,0.50035137686,0.50169468168,0.47059694892,0.48165146318,0.41791968776,0.28244220849,0.28244220849,0.28244220849,0.28244220849,0.45574671937,0.43904901226,0.47125864554,0.40960069878,0.40960069878,0.40960069878
75.0,0.41202116665,0.41202116665,0.41202116665,0.41202116665,0.41202116665,0.48919087504,0.48158530958,0.47641560371,0.49357818428,0.49146362219,0.50140211644,0.48532042257,0.48061110525,0.43490210863,0.50140235994,0.4977941245,0.48115689761,0.3891524457,0.3891524457,0.3891524457,0.4788694,0.50257255639,0.48663285541,0.46192331698,0.50009177365,0.50153042007,0.46829735649,0.48009353836,0.41236348129,0.27098600063,0.27098600063,0.27098600063,0.27098600063,0.45248177971,0.43474288787,0.46900279631,0.40357479021,0.40357479021,0.40357479021
80.0,0.40652139587,0.40652139587,0.40652139587,0.40652139587,0.40652139587,0.48821921227,0.48012690125,0.47463122861,0.49289110517,0.49063902646,0.50122940099,0.48409999739,0.47909095232,0.43064761216,0.5012296606,0.49738312416,0.4796713098,0.38249797382,0.38249797382,0.38249797382,0.47723919876,0.50247753733,0.48549652788,0.45924627731,0.49983230509,0.50136621223,0.46600897938,0.47854064581,0.40688081876,0.25999330293,0.25999330293,0.25999330293,0.25999330293,0.44924015982,0.43047891018,0.46675771185,0.39763718335,0.39763718335,0.39763718335
85.0,0.40109481809,0.40109481809,0.40109481809,0.40109481809,0.40109481809,0.48724947912,0.47867290448,0.47285353268,0.49220498207,0.48981581288,0.50105674504,0.48288263816,0.47757560082,0.42643471255,0.50105702072,0.49697246282,0.47819030183,0.37595697516,0.37595697516,0.37595697516,0.47561453619,0.50238253623,0.48436285032,0.45658472715,0.49957297112,0.50120205815,0.4637317631,0.47699276929,0.40147073527,0.24944545473,0.24944545473,0.24944545473,0.24944545473,0.44602169414,0.42625666835,0.46452334109,0.39178659442,0.39178659442,0.39178659442
90.0,0.39574046504,0.39574046504,0.39574046504,0.39574046504,0.39574046504,0.48628167176,0.47722330597,0.47108249095,0.49151981363,0.48899397913,0.50088414854,0.48166833718,0.47606503561,0.42226300357,0.50088444029,0.49656214021,0.47671385962,0.36952752548,0.36952752548,0.36952752548,0.47399539355,0.50228755309,0.48323181656,0.45393857715,0.49931377167,0.5010379578,0.46146565343,0.47544989267,0.39613227836,0.23932453927,0.23932453927,0.23932453927,0.23932453927,0.44282621826,0.42207575556,0.46229963324,0.38602175801,0.38602175801,0.38602175801
95.0,0.39045738109,0.39045738109,0.39045738109,0.39045738109,0.39045738109,0.48531578638,0.47577809243,0.46931807855,0.49083559853,0.48817352292,0.50071161149,0.48045708679,0.47455924163,0.41813208293,0.50071191929,0.49615215603,0.47524196914,0.36320773283,0.36320773283,0.36320773283,0.47238175217,0.5021925879,0.48210342046,0.4513077385,0.49905470667,0.50087391116,0.45921059641,0.47391199982,0.39086450784,0.22961335467,0.22961335467,0.22961335467,0.22961335467,0.43965356894,0.41793576888,0.46008653773,0.38034142682,0.38034142682,0.38034142682
100.0,0.38524462312,0.38524462312,0.38524462312,0.38524462312,0.38524462312,0.48435181915,0.47433725064,0.46756027068,0.49015233545,0.48735444193,0.50053913386,0.47924887934,0.47305820385,0.41404155226,0.50053945769,0.49574251001,0.4737746164,0.356995737,0.356995737,0.356995737,0.47077359341,0.50209764067,0.48097765587,0.44869212288,0.49879577605,0.50070991823,0.45696653833,0.4723790747,0.38566649567,0.2202953859,0.2202953859,0.2202953859,0.2202953859,0.43650358408,0.41383630929,0.45788400421,0.37474437143,0.37474437143,0.37474437143
