Time,CYP3A4_1A_n1_OCT_N,CYP3A4_1A_n2_OCT_N,CYP3A4_1A_n3_OCT_N,CYP3A4_1A_n4_OCT_N,CYP3A4_2_n1_OCT_N,CYP3A4_3_n1_OCT_N,CYP3A4_4_n1_OCT_N,CYP3A4_5_n1_OCT_N,CYP3A4_7_n1_OCT_N,CYP3A4_8_n1_OCT_N,CYP3A4_9_n1_OCT_N,CYP3A4_10_n1_OCT_N,CYP3A4_11_n1_OCT_N,CYP3A4_12_n1_OCT_N,CYP3A4_13_n1_OCT_N,CYP3A4_14_n1_OCT_N,CYP3A4_15_n1_OCT_N,CYP3A4_15_n3_OCT_N,CYP3A4_15_n4_OCT_N,CYP3A4_16_n1_OCT_N,CYP3A4_17_n1_OCT_N,CYP3A4_18_n1_OCT_N,CYP3A4_19_n1_OCT_N,CYP3A4_20_n1_OCT_N,CYP3A4_21_n1_OCT_N,CYP3A4_23_n1_OCT_N,CYP3A4_24_n1_OCT_N,CYP3A4_28_n1_OCT_N,CYP3A4_29_n1_OCT_N,CYP3A4_29_n2_OCT_N,CYP3A4_29_n3_OCT_N,CYP3A4_29_n4_OCT_N,CYP3A4_31_n1_OCT_N,CYP3A4_32_n1_OCT_N,CYP3A4_33_n1_OCT_N,CYP3A4_34_n1_OCT_N,CYP3A4_34_n3_OCT_N,CYP3A4_34_n4_OCT_N
935.0,1.0527812979e-05,1.0526679425e-05,1.0526679425e-05,1.0526679427e-05,0.004522466932,0.00029149899178,7.2660598875e-05,0.030885275848,0.011902304905,1.1024861351,0.0010076069229,0.00021781754314,3.8162364676e-06,1.1025014081,0.21876495148,0.0002557011794,4.4089790841e-05,4.4089791005e-05,2.7299452707e-05,0.00013368364465,1.7935188554,0.0016325614339,7.3013544554e-06,0.62326133656,1.1642020605,1.5616856571e-05,0.00018775329628,1.0360236057e-05,0.023183475574,0.0020247100315,0.0019250418471,0.0095971066715,3.9892794425e-06,3.8388403761e-06,1.7298720024e-05,1.7534301841e-05,1.7534301841e-05,1.7707119716e-05
940.0,1.0332745184e-05,1.0331631184e-05,1.0331631184e-05,1.0331631185e-05,0.004331492311,0.00027732308746,6.9010891033e-05,0.029771822749,0.011435028598,1.0783548355,0.00096109613922,0.00020712623028,3.6969606398e-06,1.0783698442,0.21248863548,0.0002432124393,4.3659606296e-05,4.3659606459e-05,2.7008328232e-05,0.0001270380642,1.7581567041,0.0015591038632,6.9563888349e-06,0.60807914294,1.1389995022,1.4842848944e-05,0.00017849835918,1.0167024529e-05,0.023206618855,0.0020235453616,0.0019243742254,0.0095110677679,3.8209957189e-06,3.7194080744e-06,1.6438474156e-05,1.7274756897e-05,1.7274756897e-05,1.7445203759e-05
945.0,1.0143961437e-05,1.0142866386e-05,1.0142866386e-05,1.0142866387e-05,0.0041489393283,0.00026387634738,6.5557114894e-05,0.02869999643,0.01098684203,1.0547601156,0.00091684132704,0.0001969909893,3.5825478998e-06,1.0547748645,0.20639747159,0.00023136938116,4.3241701046e-05,4.3241701207e-05,2.6725718557e-05,0.00012074376075,1.7234986372,0.0014891119977,6.6295816529e-06,0.59327463312,1.1143508697,1.4110701332e-05,0.00016972732047,9.9800517539e-06,0.023229934369,0.0020225236161,0.0019238242984,0.0094296763908,3.6609489911e-06,3.6048330494e-06,1.562481808e-05,1.7023060514e-05,1.7023060514e-05,1.7191205591e-05
950.0,9.9612140342e-06,9.9601373502e-06,9.96013735e-06,9.9601373514e-06,0.0039744216285,0.00025111935101,6.2288126568e-05,0.027668187394,0.010556936263,1.0316898603,0.00087472807174,0.00018738137793,3.4727659143e-06,1.0317043535,0.20048585239,0.0002201368961,4.2835666255e-05,4.2835666415e-05,2.6451329995e-05,0.00011478113826,1.6895304994,0.0014224151648,6.3198909302e-06,0.57883822044,1.0902438073,1.3417979295e-05,0.00016141352895,9.7990712721e-06,0.02325341652,0.002021638806,0.0019233871962,0.0093526712768,3.5086892921e-06,3.4948836771e-06,1.4855042084e-05,1.6778923294e-05,1.6778923294e-05,1.694483336e-05
955.0,9.7842667683e-06,9.7832078909e-06,9.7832078908e-06,9.7832078921e-06,0.003807571238,0.00023901490685,5.9193449343e-05,0.026674850358,0.01014453782,1.009132232,0.00083464800216,0.00017826869902,3.367394887e-06,1.0091464736,0.19474834452,0.00020948187299,4.2441109634e-05,4.2441109792e-05,2.5988384936e-05,0.00010913174785,1.6562384229,0.0013588514331,6.0263389907e-06,0.56476056632,1.066666239,1.2762399137e-05,0.00015353187143,9.6238480834e-06,0.023277059936,0.0020208852151,0.0019230582673,0.0092798085678,3.3637935279e-06,3.3893408144e-06,1.4126604088e-05,1.6542068581e-05,1.6542068581e-05,1.670580806e-05
960.0,9.612894326e-06,9.611852716e-06,9.6118527158e-06,9.6118527171e-06,0.0036480376606,0.00022752792118,5.6263231851e-05,0.025718501618,0.0097489070835,0.98707566424,0.00079649845915,0.00016962589626,3.2662268114e-06,0.98708965844,0.18917968324,0.00019937307996,4.2057654662e-05,4.2057654819e-05,2.5488666799e-05,0.00010377821764,1.6236088211,0.0012982671481,5.7480082344e-06,0.55103257372,1.043606362,1.2141818037e-05,0.00014605868014,9.4541580446e-06,0.023300859462,0.0020202573858,0.0019228330672,0.0092108604464,3.2258637464e-06,3.2879970565e-06,1.3437118691e-05,1.6312231818e-05,1.6312231818e-05,1.6473862883e-05
965.0,9.4468817159e-06,9.4458568538e-06,9.4458568536e-06,9.4458568549e-06,0.003495487019,0.00021662527471,5.3488208968e-05,0.024797716518,0.0093693367601,0.96550885559,0.00076018218306,0.00016142745628,3.1690647724e-06,0.96552260639,0.18377476697,0.00018978105325,4.1684939848e-05,4.1684940004e-05,2.5007286562e-05,9.8704187044e-05,1.5916283834,0.0012405164935,5.484037204e-06,0.53764538081,1.0210526402,1.1554224865e-05,0.00013897164587,9.2897872993e-06,0.023324810153,0.002019750107,0.0019227073491,0.0091456138943,3.0945255261e-06,3.1906560415e-06,1.278434697e-05,1.6089159941e-05,1.608915994e-05,1.624874261e-05
970.0,9.2860237309e-06,9.2850151164e-06,9.2850151162e-06,9.2850151176e-06,0.0033496012391,0.00020627570689,5.085966527e-05,0.023911127032,0.009005150427,0.94442076328,0.00072560701885,0.00015364931691,3.0757222928e-06,0.94443427464,0.17852865222,0.00018067799282,4.1322618031e-05,4.1322618185e-05,2.4543420955e-05,9.3894245291e-05,1.5602840691,0.0011854610766,5.233616924e-06,0.52459035472,0.9989937986,1.0997731621e-05,0.00013224973661,9.1305317408e-06,0.023348907261,0.002019358401,0.0019226770539,0.0090838695606,2.9694264739e-06,3.0971318012e-06,1.2166186979e-05,1.5872610804e-05,1.5872610804e-05,1.6030203027e-05
975.0,9.1301244419e-06,9.1291315931e-06,9.1291315929e-06,9.1291315942e-06,0.0032100772769,0.00019644970714,4.836940086e-05,0.023057419445,0.0086557011389,0.92380059727,0.0006926856379,0.00014626878106,2.9860227217e-06,0.92381387312,0.17343654848,0.00017203766442,4.0970355715e-05,4.0970355868e-05,2.4096290557e-05,8.9333873763e-05,1.529563102,0.0011329695364,4.9959874922e-06,0.51185908558,0.97741881679,1.0470565467e-05,0.00012587312125,8.9761965074e-06,0.023373146232,0.0020190775127,0.0019227383009,0.0090254407298,2.8502348267e-06,3.0072481526e-06,1.158066489e-05,1.5662352641e-05,1.5662352641e-05,1.5818010386e-05
980.0,8.9789967204e-06,8.9780191728e-06,8.9780191726e-06,8.9780191739e-06,0.0030766263828,0.00018711941277,4.6009699411e-05,0.022235332131,0.0083203701028,0.90363781439,0.00066133527551,0.00013926443592,2.8997986619e-06,0.90365085859,0.16849381343,0.00016383530765,4.0627832445e-05,4.0627832597e-05,2.3665157127e-05,8.500939203e-05,1.499452965,0.0010829171729,4.7704349056e-06,0.49944338058,0.95631692342,9.9710612903e-06,0.00011982309797,8.8265955053e-06,0.023397522694,0.0020189028985,0.0019228873803,0.0089701523792,2.7366381467e-06,2.9208381281e-06,1.1025926741e-05,1.5458163552e-05,1.5458163551e-05,1.5611940886e-05
985.0,8.8324617885e-06,8.8314990942e-06,8.831499094e-06,8.8314990953e-06,0.0029489734049,0.00017825851307,4.3773298286e-05,0.021443653427,0.0079985654125,0.88392211258,0.00063147748323,0.00013261607714,2.8168914335e-06,0.88393492895,0.16369594822,0.00015604754957,4.029474021e-05,4.0294740361e-05,2.3249321124e-05,8.0907907266e-05,1.4699413947,0.0010351855969,4.5562881039e-06,0.48733525832,0.93567759038,9.497654785e-06,0.00011408202714,8.6815509602e-06,0.023422032452,0.0020188302159,0.0019231207437,0.0089178403172,2.6283421059e-06,2.8377434423e-06,1.0500230743e-05,1.5259831019e-05,1.5259831019e-05,1.541178019e-05
990.0,8.6903487941e-06,8.6894005214e-06,8.6894005213e-06,8.6894005225e-06,0.0028268561255,0.00016984215919,4.1653360571e-05,0.020681219594,0.0076897208431,0.86464342534,0.00060303789502,0.00012630463767,2.7371505718e-06,0.86465601762,0.15903859293,0.00014865232368,3.9970782877e-05,3.9970783027e-05,2.2848119384e-05,7.7017266843e-05,1.4410163764,0.00098966239864,4.3529162139e-06,0.47552694319,0.91549052726,9.048875989e-06,0.00010863326829,8.5408929934e-06,0.023446671482,0.0020188553141,0.0019234349979,0.0088683503951,2.5250693519e-06,2.7578139922e-06,1.0001940101e-05,1.5067151455e-05,1.5067151455e-05,1.5217322958e-05
995.0,8.5524944112e-06,8.5515601436e-06,8.5515601435e-06,8.5515601447e-06,0.0027100246326,0.00016184687943,3.9643448919e-05,0.019946912865,0.0073932947002,0.8457919162,0.00057594600662,0.00012031212093,2.6604333559e-06,0.84580428809,0.1545175222,0.00014162879368,3.9655675657e-05,3.9655675806e-05,2.2460922956e-05,7.3326013903e-05,1.412666139,0.00094624083463,4.1597259821e-06,0.46401086005,0.89574567589,8.6233432641e-06,0.00010346112109,8.4044592224e-06,0.023471435919,0.0020189742247,0.0019238268964,0.0088215377844,2.4265584494e-06,2.6809073887e-06,9.5295163221e-06,1.4879929767e-05,1.4879929767e-05,1.5028372422e-05
1000.0,8.4187424612e-06,8.417821797e-06,8.4178217968e-06,8.417821798e-06,0.002598240722,0.00015425049971,3.7737501065e-05,0.019239659574,0.0071087687228,0.82735797344,0.00055013496723,0.00011462153811,2.586604368e-06,0.8273701286,0.15012864095,0.00013495728199,3.9349144596e-05,3.9349144743e-05,2.2087135089e-05,6.9823345701e-05,1.3848791496,0.00090481953114,3.97615938e-06,0.45277962888,0.87643320503,8.2197576777e-06,9.8550769774e-05,8.2720943841e-06,0.023496322056,0.0020191831527,0.0019242933334,0.0087772663145,2.3325628929e-06,2.6068885173e-06,9.0815129736e-06,1.4697978952e-05,1.4697978952e-05,1.4844739966e-05
1005.0,8.2889435566e-06,8.288036108e-06,8.2880361079e-06,8.2880361091e-06,0.0024912773298,0.00014703206872,3.5929806909e-05,0.018558428361,0.0068356470363,0.80933220488,0.00052554138282,0.00010921684924,2.5155350785e-06,0.80934414689,0.14586798027,0.00012861920248,3.9050926094e-05,3.905092624e-05,2.1726189334e-05,6.6499074552e-05,1.3576441093,0.00086530220407,3.8016913716e-06,0.4418260597,0.85754350522,7.836897761e-06,9.3888231194e-05,8.1436499784e-06,0.023521326336,0.002019478469,0.0019248313369,0.0087354078649,2.2428501846e-06,2.5356291264e-06,8.6565698516e-06,1.4521119706e-05,1.4521119706e-05,1.466624474e-05
1010.0,8.1629547641e-06,8.1620601569e-06,8.1620601567e-06,8.1620601579e-06,0.0023889179928,0.00014017178764,3.4214987064e-05,0.017902228459,0.0065734551542,0.79170543273,0.00050210513045,0.00010408290787,2.4471034584e-06,0.79171716514,0.14173169346,0.00012259699734,3.8760766444e-05,3.8760766589e-05,2.1377547791e-05,6.3343591202e-05,1.3309499477,0.00082759739377,3.6358278304e-06,0.43114314759,0.83906718361,7.4736146166e-06,8.9460305881e-05,8.018983933e-06,0.023546445344,0.002019856702,0.0019254380627,0.0086958418063,2.1572009731e-06,2.4670074404e-06,8.2534075441e-06,1.4349180064e-05,1.4349180064e-05,1.4492713292e-05
1015.0,8.0406392858e-06,8.0397571587e-06,8.0397571586e-06,8.0397571597e-06,0.0022909563368,0.00013365094398,3.2587972763e-05,0.017270108045,0.0063217390255,0.77446868871,0.00047976918288,9.9205409128e-05,2.3811936141e-06,0.77448021499,0.13771605214,0.00011687407771,3.8478421401e-05,3.8478421546e-05,2.1040699456e-05,6.0347830476e-05,1.3047858189,0.0007916182142,3.4781035962e-06,0.4207240678,0.82099505911,7.1288273519e-06,8.5254532185e-05,7.8979602851e-06,0.023571675803,0.0020203145304,0.0019261107883,0.008658454487,2.0754082493e-06,2.4009077975e-06,7.8708223517e-06,1.418199505e-05,1.418199505e-05,1.4323979218e-05
1020.0,7.9218661591e-06,7.9209961633e-06,7.9209961631e-06,7.9209961643e-06,0.0021971955895,0.00012745184942,3.1043987046e-05,0.016661152663,0.0060800641256,0.75761320912,0.00045847944294,9.4570840854e-05,2.3176954454e-06,0.75762453272,0.13381744255,0.00011143476784,3.8203655766e-05,3.8203655909e-05,2.0715158676e-05,5.7503239051e-05,1.2791410963,0.00075728211562,3.3280806609e-06,0.41056217107,0.80331815748,6.8015188146e-06,8.1259143188e-05,7.7804488816e-06,0.02359701457,0.0020208487764,0.0019268469076,0.0086231387596,1.9972765945e-06,2.3372203084e-06,7.5076815456e-06,1.4019406352e-05,1.4019406351e-05,1.4159882834e-05
1025.0,7.8065099718e-06,7.8056517702e-06,7.80565177e-06,7.8056517711e-06,0.002107448118,0.00012155778134,2.9578527136e-05,0.016074483714,0.005848014589,0.74113043016,0.0004381845871,9.0166437755e-05,2.2565043244e-06,0.74114155446,0.13003236196,0.00010626425268,3.7936242991e-05,3.7936243134e-05,2.0400463712e-05,5.4801745212e-05,1.2540053687,0.00072451065991,3.1853464748e-06,0.40065097902,0.78602770663,6.4907316101e-06,7.7463026229e-05,7.6663250962e-06,0.023622458626,0.0020214563989,0.0019276439255,0.008589793545,1.9226214778e-06,2.2758405373e-06,7.162918937e-06,1.3861262006e-05,1.3861262006e-05,1.4000270859e-05
1030.0,7.6944505933e-06,7.6936038603e-06,7.6936038602e-06,7.6936038613e-06,0.0020215349899,0.00011595292782,2.8187347923e-05,0.015509257004,0.005625192382,0.72501198328,0.00041883591767,8.5980138282e-05,2.1975207931e-06,0.72502291161,0.12635741511,0.00010134852854,3.7675964813e-05,3.7675964954e-05,2.0096175381e-05,5.2235730485e-05,1.2293684353,0.00069322930812,3.0495123655e-06,0.39098417964,0.769115132,6.1955643803e-06,7.3855684895e-05,7.5554695601e-06,0.023648005077,0.0020221344872,0.0019284994529,0.0085583234308,1.851268599e-06,2.2166692005e-06,6.8355307387e-06,1.3707416112e-05,1.3707416112e-05,1.3844996123e-05
1035.0,7.5855729205e-06,7.5847373414e-06,7.5847373413e-06,7.5847373424e-06,0.0019392855547,0.00011062233588,2.6866446493e-05,0.01496466136,0.0054112165126,0.70924969065,0.00040038722316,8.2000544105e-05,2.1406502799e-06,0.7092604263,0.12278931089,9.667435668e-05,3.7422610888e-05,3.7422611029e-05,1.9801875794e-05,4.9798002992e-05,1.205220302,0.0006633672192,2.9202120602e-06,0.38155562301,0.75257205205,5.9151683275e-06,7.0427203304e-05,7.4477679095e-06,0.023673651143,0.002022880255,0.0019294112019,0.0085286382999,1.7830532742e-06,2.1596118846e-06,6.5245716967e-06,1.3557728545e-05,1.3557728545e-05,1.3693917282e-05
1040.0,7.4797666366e-06,7.4789419074e-06,7.4789419073e-06,7.4789419084e-06,0.0018605370478,0.00010555186279,2.5612047624e-05,0.014439917296,0.0052057222774,0.69383556078,0.00038279464636,7.8216882017e-05,2.0858028328e-06,0.69384610697,0.11932485907,9.2229219718e-05,3.7175978464e-05,3.7175978604e-05,1.9517167169e-05,4.7481772458e-05,1.1815511767,0.00063485705962,2.7971003053e-06,0.37235931697,0.73639027383,5.6487439649e-06,6.7168212543e-05,7.3431105448e-06,0.023699394158,0.0020236910351,0.0019303769814,0.0085006529873,1.7178198607e-06,2.1045787809e-06,6.2291514748e-06,1.3412064694e-05,1.3412064694e-05,1.3505325661e-05
1045.0,7.376925984e-06,7.3761118106e-06,7.3761118104e-06,7.3761118115e-06,0.0017851342127,0.00010072813024,2.4420590191e-05,0.013934275739,0.0050083605417,0.67876178418,0.00036601655965,7.461896812e-05,2.0328928686e-06,0.67877214411,0.11596096708,8.8001280575e-05,3.6935872051e-05,3.693587219e-05,1.9241670716e-05,4.5280626732e-05,1.1583514654,0.00060763482304,2.6798515766e-06,0.36338942307,0.72056178873,5.3955380785e-06,6.4069859134e-05,7.2413924042e-06,0.023725231563,0.0020245642735,0.0019313946924,0.0084742869633,1.6554212189e-06,2.0514844354e-06,5.9484312741e-06,1.3270295215e-05,1.3270295215e-05,1.3319036546e-05
1050.0,7.2769495477e-06,7.2761456457e-06,7.2761456455e-06,7.2761456466e-06,0.0017129289427,9.6138481247e-05,2.328871442e-05,0.013447016805,0.0048187970533,0.66402072919,0.00035001344719,7.1197174139e-05,1.9818389372e-06,0.66403090599,0.112694637,8.3979343866e-05,3.6702103121e-05,3.670210326e-05,1.8975025596e-05,4.3188509741e-05,1.135611768,0.00058163965966,2.5681588727e-06,0.35464025251,0.70507876821,5.1548408867e-06,6.1123775385e-05,7.1425127478e-06,0.023751160904,0.0020254975245,0.0019324623245,0.0084494640394,1.5957182087e-06,2.0002475141e-06,5.6816206721e-06,1.3132295787e-05,1.3132295786e-05,1.313821408e-05
1055.0,7.1797400518e-06,7.178946146e-06,7.1789461459e-06,7.1789461469e-06,0.0016437799394,9.177093954e-05,2.2213249932e-05,0.012977448627,0.004636711787,0.64960493783,0.00033474779349,6.7942395748e-05,1.932563499e-06,0.64961493459,0.10952296258,8.0152819576e-05,3.6474489813e-05,3.647448995e-05,1.8716887942e-05,4.1199700793e-05,1.1133228747,0.00055681371459,2.4617325876e-06,0.34610626225,0.68993355973,4.9259833838e-06,5.8322051522e-05,7.0463749547e-06,0.023777179822,0.0020264884461,0.0019335779516,0.0084261120971,1.5385792174e-06,1.9507905824e-06,5.427974665e-06,1.2997946888e-05,1.2997946888e-05,1.2962663243e-05
1060.0,7.0852041652e-06,7.0844199896e-06,7.0844199895e-06,7.0844199905e-06,0.0015775523893,8.7614171334e-05,2.1191204533e-05,0.012524906232,0.0044617983189,0.63550712183,0.00032018397817,6.4846022774e-05,1.8849927166e-06,0.63551694158,0.10644312635,7.6511688869e-05,3.6252856655e-05,3.6252856792e-05,1.8466929936e-05,3.9308795121e-05,1.0914757616,0.00053310197477,2.3602994552e-06,0.3377820512,0.67511868273,4.7083348541e-06,5.5657209483e-05,6.9528863299e-06,0.023803286058,0.002027534795,0.0019347397282,0.0084041628349,1.4838797183e-06,1.903039896e-06,5.1867909014e-06,1.2867133584e-05,1.2867133584e-05,1.2792197348e-05
1065.0,6.9932523188e-06,6.9924776158e-06,6.9924776157e-06,6.9924776167e-06,0.001514117655,8.3657449356e-05,2.0219753694e-05,0.012088750463,0.0042937632295,0.62172015867,0.0003062881764,6.1899911157e-05,1.8390562576e-06,0.62172980442,0.10345239686,7.3046471907e-05,3.6037034305e-05,3.6037034441e-05,1.8224838951e-05,3.7510685614e-05,1.0700615874,0.00051045212404,2.2636015628e-06,0.32966235651,0.66062682472,4.5013005466e-06,5.3122178279e-05,6.861957921e-06,0.023829477443,0.0020286344223,0.001935945886,0.0083835515344,1.431501856e-06,1.8569252062e-06,4.9574070933e-06,1.273974532e-05,1.273974532e-05,1.2626637633e-05
1070.0,6.9037985312e-06,6.9030330516e-06,6.9030330514e-06,6.9030330524e-06,0.0014533529826,7.9890618952e-05,1.9296230687e-05,0.011668366946,0.004132325533,0.6082370878,0.00029302826476,5.9096356583e-05,1.7946871096e-06,0.60824656249,0.10054812598,6.9748197563e-05,3.5826859292e-05,3.5826859427e-05,1.7990316734e-05,3.580054565e-05,1.0490716893,0.00048881440584,2.1713954273e-06,0.32174204998,0.64645083742,4.304319498e-06,5.0710270816e-05,6.7735043457e-06,0.023855751894,0.0020297852695,0.0019371947303,0.0083642168434,1.3813340591e-06,1.8123795745e-06,4.7391985924e-06,1.261567573e-05,1.261567573e-05,1.2465812871e-05
1075.0,6.8167602439e-06,6.8160037462e-06,6.8160037461e-06,6.816003747e-06,0.0013951412225,7.6304066169e-05,1.8418117316e-05,0.011263165098,0.0039772161335,0.59505110685,0.00028037373226,5.6428069656e-05,1.7518214055e-06,0.59506041339,0.097727746315,6.6608374893e-05,3.5622173781e-05,3.5622173916e-05,1.7763078647e-05,3.4173812952e-05,1.0284975795,0.00046814149314,2.0834511301e-06,0.31401613451,0.63258373306,4.116862495e-06,4.8415162091e-05,6.6874436265e-06,0.023882107414,0.0020309853642,0.0019384846372,0.0083461005732,1.3332706754e-06,1.769339199e-06,4.5315761213e-06,1.2494822451e-05,1.2494822451e-05,1.2309559008e-05
1080.0,6.7320581646e-06,6.7313104152e-06,6.7313104151e-06,6.7313104161e-06,0.0013393705648,7.2888687683e-05,1.7583035229e-05,0.010872577181,0.0038281773046,0.58215556804,0.00026829559614,5.3888152533e-05,1.7103982586e-06,0.58216470929,0.094988768651,6.3618966286e-05,3.5422825342e-05,3.5422825476e-05,1.7542852947e-05,3.2626174429e-05,1.0083309417,0.00044838836523,1.9995515078e-06,0.30647974076,0.61901868069,3.938430166e-06,4.6230868686e-05,6.6036970357e-06,0.023908542088,0.0020322328168,0.0019398140501,0.0083291475111,1.2872116318e-06,1.7277432507e-06,4.3339836483e-06,1.2377086951e-05,1.2377086951e-05,1.2157718815e-05
1085.0,6.6496161193e-06,6.6488768919e-06,6.6488768918e-06,6.6488768928e-06,0.0012859342871,6.9635862481e-05,1.6788737759e-05,0.010496057389,0.0036849621931,0.56954397458,0.00025676632225,5.1470076939e-05,1.6703596084e-06,0.56955295334,0.092328779547,6.0772362169e-05,3.5228666732e-05,3.5228666866e-05,1.7329380115e-05,3.1153551907e-05,0.98856362748,0.00042951219098,1.919491394e-06,0.29912812373,0.60574900262,3.7685511941e-06,4.4151729463e-05,6.522188947e-06,0.023935054075,0.0020335258164,0.001941181477,0.0083133052452,1.243062113e-06,1.687533719e-06,4.1458963976e-06,1.2262374359e-05,1.2262374359e-05,1.2010141562e-05
1090.0,6.5693609111e-06,6.5686299863e-06,6.5686299862e-06,6.5686299871e-06,0.0012347305144,6.6537425155e-05,1.6033102256e-05,0.010133080972,0.0035473343453,0.55720997718,0.00024575974975,4.9167663452e-05,1.6316500733e-06,0.55721879623,0.089745438956,5.8061357185e-05,3.5039555688e-05,3.5039555821e-05,1.7122412215e-05,2.9752088727e-05,0.96918765304,0.00041147221821,1.8430769087e-06,0.2919566596,0.59276817096,3.6067806428e-06,4.2172387399e-05,6.4428466952e-06,0.023961641613,0.0020348626274,0.0019425854877,0.0082985240013,1.2007322622e-06,1.6486552658e-06,3.9668189846e-06,1.215059331e-05,1.215059331e-05,1.1866682707e-05
1095.0,6.4912221862e-06,6.4904993516e-06,6.4904993515e-06,6.4904993524e-06,0.0011856619912,6.3585640762e-05,1.5314122893e-05,0.0097831434045,0.0034150672537,0.54514737068,0.00023525101984,4.6975062015e-05,1.5942168135e-06,0.54515603274,0.087236477943,5.5479127751e-05,3.4855354726e-05,3.4855354858e-05,1.6921712302e-05,2.8418137133e-05,0.95019519565,0.00039422966888,1.7701247924e-06,0.28496084253,0.58006980417,3.452698387e-06,4.0287772496e-05,6.3656004433e-06,0.023988303008,0.0020362415866,0.0019440247112,0.008284756491,1.1601368985e-06,1.611055088e-06,3.7962836682e-06,1.2041655793e-05,1.2041655793e-05,1.1727203607e-05
1100.0,6.4151323072e-06,6.4144173569e-06,6.4144173568e-06,6.4144173578e-06,0.0011386358648,6.0773181103e-05,1.462990391e-05,0.0094457595758,0.0032879439252,0.53335009073,0.00022521650831,4.4886733564e-05,1.5580094002e-06,0.53335859848,0.084799696472,5.3019210912e-05,3.4675930952e-05,3.4675931083e-05,1.6727053854e-05,2.7148246411e-05,0.93157859045,0.00037774763971,1.700461783e-06,0.27813628161,0.56764766376,3.305907643e-06,3.8493085677e-05,6.2903830554e-06,0.024015036637,0.0020376610998,0.001945497833,0.0082719577699,1.1211952523e-06,1.5746827882e-06,3.6338487136e-06,1.1935477009e-05,1.1935477009e-05,1.1591571236e-05
1105.0,6.3410262327e-06,6.340318967e-06,6.3403189669e-06,6.3403189679e-06,0.0010935634782,5.8093102379e-05,1.3978653257e-05,0.009120463024,0.0031657564675,0.52181221051,0.00021563376179,4.2897432741e-05,1.5229796931e-06,0.5218205666,0.082432961258,5.0675484415e-05,3.4501155883e-05,3.4501156013e-05,1.6538220243e-05,2.5939151731e-05,0.91333032729,0.00036199100801,1.6339240297e-06,0.27147869788,0.55549565102,3.1660335901e-06,3.6783783638e-05,6.2171299769e-06,0.024041840942,0.0020391196389,0.0019470035928,0.0082600851047,1.0838307171e-06,1.5394902523e-06,3.4790968563e-06,1.1831975233e-05,1.1831975233e-05,1.1459657925e-05
1110.0,6.2688414019e-06,6.2681416273e-06,6.2681416272e-06,6.2681416281e-06,0.0010503601738,5.5538824121e-05,1.3358676635e-05,0.0088068051949,0.0030483056949,0.51052793761,0.00020648143735,4.1002191598e-05,1.4890817243e-06,0.51053614464,0.080134203697,4.8442147934e-05,3.4330905271e-05,3.4330905401e-05,1.6355004235e-05,2.4787763649e-05,0.89544304748,0.00034692634245,1.5703565456e-06,0.2649839214,0.54360780386,3.0327220777e-06,3.5155564576e-05,6.1457791204e-06,0.024068714429,0.0020406157388,0.0019485407823,0.0082490978501,1.0479706157e-06,1.5054315333e-06,3.3316338628e-06,1.1731071688e-05,1.1731071688e-05,1.1331341112e-05
1115.0,6.1985176262e-06,6.197825155e-06,6.1978251549e-06,6.1978251558e-06,0.0010089451069,5.3104109316e-05,1.2768371882e-05,0.0085043547338,0.0029354007513,0.49949161092,0.00019773924531,3.9196304244e-05,1.4562715887e-06,0.49949967145,0.077901417855,4.6313705365e-05,3.4165058942e-05,3.4165059071e-05,1.6177207517e-05,2.369115823e-05,0.87790954079,0.00033252181833,1.5096126922e-06,0.25864788845,0.5319782937,2.9056384141e-06,3.3604354749e-05,6.0762707567e-06,0.024095655664,0.0020421479952,0.0019501082426,0.0082389573322,1.0135459806e-06,1.4724627428e-06,3.1910871801e-06,1.1632690416e-05,1.1632690416e-05,1.1206503108e-05
1120.0,6.1299969854e-06,6.1293116356e-06,6.1293116355e-06,6.1293116364e-06,0.00096924106716,5.0783045676e-05,1.2206223707e-05,0.0082126968053,0.0028268587502,0.4886976976,0.00018938789522,3.7475312382e-05,1.4245073406e-06,0.48870561414,0.075732658522,4.4284948141e-05,3.4003500632e-05,3.4003500761e-05,1.6004640251e-05,2.2646567748e-05,0.86072274237,0.00031874713743,1.4515536972e-06,0.25246663873,0.52060142244,2.7844662287e-06,3.2126295815e-05,6.0085474122e-06,0.024122663273,0.0020437150616,0.0019517048626,0.0082296267409,9.8049134817e-07,1.4405419477e-06,3.0571046687e-06,1.1536758165e-05,1.1536758165e-05,1.1085030869e-05
1125.0,6.0632237292e-06,6.0625453243e-06,6.0625453241e-06,6.062545325e-06,0.00093117430956,4.8570027962e-05,1.1670798734e-05,0.0079314324411,0.0027225044305,0.47814079014,0.00018140904455,3.5834991676e-05,1.393748896e-06,0.47814856517,0.073626039329,4.2350939502e-05,3.3846117842e-05,3.3846117971e-05,1.5837120657e-05,2.1651371932e-05,0.84387572982,0.00030557345187,1.3960482013e-06,0.24643631271,0.50947161948,2.6689064053e-06,3.0717732906e-05,5.9425537702e-06,0.024149735935,0.0020453156469,0.0019533295768,0.008221071028,9.4874456441e-07,1.4096290727e-06,2.929353414e-06,1.1443204276e-05,1.1443204276e-05,1.096681579e-05
