Time,CYP3A4_1A_n1_OCT_N,CYP3A4_1A_n2_OCT_N,CYP3A4_1A_n3_OCT_N,CYP3A4_1A_n4_OCT_N,CYP3A4_2_n1_OCT_N,CYP3A4_3_n1_OCT_N,CYP3A4_4_n1_OCT_N,CYP3A4_5_n1_OCT_N,CYP3A4_7_n1_OCT_N,CYP3A4_8_n1_OCT_N,CYP3A4_9_n1_OCT_N,CYP3A4_10_n1_OCT_N,CYP3A4_11_n1_OCT_N,CYP3A4_12_n1_OCT_N,CYP3A4_13_n1_OCT_N,CYP3A4_14_n1_OCT_N,CYP3A4_15_n1_OCT_N,CYP3A4_15_n3_OCT_N,CYP3A4_15_n4_OCT_N,CYP3A4_16_n1_OCT_N,CYP3A4_17_n1_OCT_N,CYP3A4_18_n1_OCT_N,CYP3A4_19_n1_OCT_N,CYP3A4_20_n1_OCT_N,CYP3A4_21_n1_OCT_N,CYP3A4_23_n1_OCT_N,CYP3A4_24_n1_OCT_N,CYP3A4_28_n1_OCT_N,CYP3A4_29_n1_OCT_N,CYP3A4_29_n2_OCT_N,CYP3A4_29_n3_OCT_N,CYP3A4_29_n4_OCT_N,CYP3A4_31_n1_OCT_N,CYP3A4_32_n1_OCT_N,CYP3A4_33_n1_OCT_N,CYP3A4_34_n1_OCT_N,CYP3A4_34_n3_OCT_N,CYP3A4_34_n4_OCT_N
2385.0,3.4160083592e-06,3.4156051281e-06,3.4156051281e-06,3.4156051286e-06,3.437408441e-07,1.9970645428e-08,8.3322711464e-09,4.972303733e-06,1.2412149009e-06,0.002482804534,6.1713012257e-08,1.6028437896e-08,2.1906714239e-07,0.0024828769711,0.00012288522722,1.8047562315e-08,3.2612297402e-05,3.2612297528e-05,1.0922966643e-05,1.1552595571e-08,0.0065519486616,1.0310779501e-07,9.0332007559e-09,0.0008284026403,0.0027633033161,6.3619000264e-09,1.4413891175e-08,3.3193904026e-06,0.032287882433,0.0027128098338,0.0025938157889,0.010444745448,2.3920168638e-08,2.2589899847e-07,6.2849271803e-09,8.344338645e-06,8.3443386449e-06,6.5409629843e-06
2390.0,3.4185825249e-06,3.4181789802e-06,3.4181789801e-06,3.4181789807e-06,3.3559876321e-07,1.9569133813e-08,8.192695511e-09,4.853006017e-06,1.2113507823e-06,0.0024337908584,6.034299278e-08,1.5716317973e-08,2.1889787674e-07,0.0024338619665,0.00012012309509,1.7689603369e-08,3.2647622456e-05,3.2647622582e-05,1.0933982229e-05,1.1340529568e-08,0.0064299325372,1.0075705539e-07,8.959491353e-09,0.00081111289021,0.0027090780727,6.2883881481e-09,1.4137693405e-08,3.3218695972e-06,0.032325216822,0.002715946716,0.0025968150795,0.010456822322,2.3814653235e-08,2.2573140288e-07,6.209814581e-09,8.3521794058e-06,8.3521794057e-06,6.5466207472e-06
2395.0,3.4211770584e-06,3.4207731977e-06,3.4207731977e-06,3.4207731982e-06,3.2766569683e-07,1.9176929221e-08,8.0559979422e-09,4.7367362455e-06,1.1822552141e-06,0.0023857619313,5.9006852288e-08,1.5411289762e-08,2.1873286708e-07,0.0023858317351,0.00011742533907,1.7339868293e-08,3.2683026726e-05,3.2683026853e-05,1.0945036645e-05,1.1133096402e-08,0.0063102122789,9.8465417929e-08,8.8868634122e-09,0.0007941930662,0.0026559349621,6.2161120764e-09,1.3867699599e-08,3.3243688001e-06,0.032362594379,0.0027190872265,0.0025998178392,0.010468913185,2.3710550668e-08,2.2556813501e-07,6.1359853622e-09,8.3600542603e-06,8.3600542602e-06,6.5523115699e-06
2400.0,3.4237917563e-06,3.4233875774e-06,3.4233875773e-06,3.4233875778e-06,3.1993590059e-07,1.8793791534e-08,7.9221102894e-09,4.6234136172e-06,1.1539072244e-06,0.0023386976299,5.7703677106e-08,1.5113172961e-08,2.1857206371e-07,0.0023387661535,0.0001147904075,1.6998146263e-08,3.2718509684e-05,3.2718509811e-05,1.0956129508e-05,1.0930181577e-08,0.0061927442491,9.6231272628e-08,8.8152976144e-09,0.00077763506475,0.0026038520355,6.1450468273e-09,1.3603753287e-08,3.3268878112e-06,0.032400015157,0.0027222313696,0.0026028240719,0.010481018053,2.3607839721e-08,2.2540914443e-07,6.0634132328e-09,8.3679628961e-06,8.367962896e-06,6.5580351139e-06
2405.0,3.426426418e-06,3.4260219186e-06,3.4260219185e-06,3.4260219191e-06,3.124037977e-07,1.8419487396e-08,7.7909662018e-09,4.5129595865e-06,1.1262864445e-06,0.0022925782492,5.6432580077e-08,1.4821792297e-08,2.1841541769e-07,0.0022926455162,0.00011221678732,1.6664232366e-08,3.2754070812e-05,3.2754070939e-05,1.0967260445e-05,1.0731673718e-08,0.0060774856476,9.4053056472e-08,8.7447750496e-09,0.00076143096387,0.0025528077962,6.0751679998e-09,1.334570233e-08,3.329426433e-06,0.032437479203,0.0027253791494,0.0026058337817,0.010493136941,2.3506499569e-08,2.252543815e-07,5.9920725218e-09,8.3759050053e-06,8.3759050052e-06,6.5637910456e-06
2410.0,3.4290808459e-06,3.4286760238e-06,3.4286760238e-06,3.4286760243e-06,3.050639738e-07,1.8053790012e-08,7.6625010758e-09,4.4052977984e-06,1.0993730901e-06,0.0022473844936,5.5192699744e-08,1.4536977367e-08,2.182628808e-07,0.0022474505272,0.00010970300305,1.6337927421e-08,3.2789709599e-05,3.2789709726e-05,1.0978429088e-05,1.0537464486e-08,0.0059643944957,9.1929251963e-08,8.6752772066e-09,0.00074557301893,0.0025027811903,6.0064517603e-09,1.3093398796e-08,3.3319844712e-06,0.032474986569,0.00272853057,0.0026088469725,0.010505269865,2.3406509774e-08,2.2510379731e-07,5.9219381611e-09,8.3838802848e-06,8.3838802847e-06,6.5695790369e-06
2415.0,3.4317548453e-06,3.4313496983e-06,3.4313496982e-06,3.4313496988e-06,2.9791117193e-07,1.7696478946e-08,7.536652005e-09,4.3003540249e-06,1.0731479444e-06,0.0022030974677,5.3983199552e-08,1.4258562497e-08,2.1811440557e-07,0.0022031622907,0.00010724761588,1.6019037807e-08,3.2825425546e-05,3.2825425673e-05,1.0989635078e-05,1.0347448481e-08,0.0058534296205,8.9858385713e-08,8.6067859638e-09,0.00073005365868,0.0024537515975,5.9388748279e-09,1.284669883e-08,3.3345617338e-06,0.032512537304,0.0027316856356,0.0026118636483,0.010517416839,2.3307850274e-08,2.249573437e-07,5.8529856705e-09,8.3918884362e-06,8.3918884361e-06,6.5753987643e-06
2420.0,3.434448224e-06,3.43404275e-06,3.4340427499e-06,3.4340427505e-06,2.9094028778e-07,1.7347339927e-08,7.4133577312e-09,4.1980561029e-06,1.0475923403e-06,0.0021596986684,5.2803267083e-08,1.3986386599e-08,2.1796994524e-07,0.0021597623033,0.00010484922268,1.5707375294e-08,3.286121816e-05,3.2861218288e-05,1.1000878058e-05,1.0161523156e-08,0.0057445506386,8.7839027082e-08,8.5392835797e-09,0.0007148654812,0.0024056988219,5.8724144599e-09,1.2605462536e-08,3.337158032e-06,0.032550131459,0.0027348443504,0.0026148838132,0.010529577879,2.3210501378e-08,2.2481497322e-07,5.7851911415e-09,8.3999291654e-06,8.3999291653e-06,6.5812499097e-06
2425.0,3.4371607929e-06,3.4367549896e-06,3.4367549895e-06,3.4367549901e-06,2.8414636493e-07,1.7006164669e-08,7.2925585973e-09,4.0983338742e-06,1.0226881444e-06,0.0021171699765,5.1652113314e-08,1.3720293032e-08,2.1782945375e-07,0.0021172324452,0.00010250645512,1.5402756882e-08,3.2897086961e-05,3.2897087089e-05,1.1012157681e-05,9.9795887381e-09,0.0056377179414,8.5869786861e-08,8.4727526837e-09,0.00070000125007,0.0023586030831,5.8070484384e-09,1.2369553855e-08,3.3397731793e-06,0.032587769083,0.0027380067186,0.002617907471,0.010541753001,2.3114443751e-08,2.2467663914e-07,5.7185312229e-09,8.4080021828e-06,8.4080021827e-06,6.5871321595e-06
2430.0,3.4398923652e-06,3.4394862306e-06,3.4394862305e-06,3.439486231e-06,2.7752459039e-07,1.6672750684e-08,7.1741965011e-09,4.0011191281e-06,9.9841774111e-07,0.0020754936484,5.0528971897e-08,1.3460129468e-08,2.1769288571e-07,0.0020755549723,0.00010021797878,1.5105004642e-08,3.2933031474e-05,3.2933031602e-05,1.1023473604e-05,9.8015481416e-09,0.00553289268,8.3949315997e-08,8.4071762678e-09,0.00068545389061,0.0023124450078,5.7427550559e-09,1.2138840456e-08,3.3424069922e-06,0.032625450226,0.0027411727444,0.0026209346259,0.010553942219,2.3019658417e-08,2.2454229543e-07,5.652983106e-09,8.4161072035e-06,8.4161072034e-06,6.593045205e-06
2435.0,3.4426427571e-06,3.4422362889e-06,3.4422362889e-06,3.4422362894e-06,2.710702902e-07,1.6346901113e-08,7.0582148514e-09,3.9063455442e-06,9.7476401659e-07,0.0020346523082,4.9433098462e-08,1.320574777e-08,2.1756019645e-07,0.0020347125086,9.7982492266e-05,1.4813945567e-08,3.2969051233e-05,3.2969051362e-05,1.1034825491e-05,9.6273068917e-09,0.0054300367501,8.207630436e-08,8.342537677e-09,0.00067121648614,0.0022672056208,5.6795131028e-09,1.191319362e-08,3.3450592895e-06,0.03266317494,0.0027443424319,0.0026239652819,0.01056614555,2.2926126742e-08,2.2441189673e-07,5.5885245105e-09,8.4242439464e-06,8.4242439463e-06,6.5989887422e-06
2440.0,3.4454117871e-06,3.4450049834e-06,3.4450049833e-06,3.4450049839e-06,2.6477892519e-07,1.6028424555e-08,6.9445585243e-09,3.8139486387e-06,9.5171034427e-07,0.0019946289403,4.836376995e-08,1.2957003859e-08,2.1743134192e-07,0.0019946880379,9.5798726378e-05,1.4529411425e-08,3.3005145784e-05,3.3005145912e-05,1.1046213011e-05,9.4567730477e-09,0.0053291127782,8.0249479547e-08,8.278820602e-09,0.0006572822744,0.0022228663372,5.6173018543e-09,1.1692488137e-08,3.3477298927e-06,0.032700943275,0.0027475157854,0.0026269994429,0.01057836301,2.2833830431e-08,2.2428539837e-07,5.5251336709e-09,8.4324121352e-06,8.4324121351e-06,6.6049624718e-06
2445.0,3.4481992766e-06,3.4477921352e-06,3.4477921351e-06,3.4477921357e-06,2.5864608686e-07,1.5717134902e-08,6.8331738223e-09,3.7238657103e-06,9.292405701e-07,0.0019554068814,4.7320283956e-08,1.27137576e-08,2.1730627874e-07,0.0019554648967,9.3665443296e-05,1.4251238612e-08,3.3041314676e-05,3.3041314805e-05,1.1057635839e-05,9.2898571291e-09,0.005230084107,7.8467605731e-08,8.2160090702e-09,0.00064364464403,0.0021794089541,5.5561010579e-09,1.14766022e-08,3.3504186258e-06,0.03273875528,0.002750692809,0.002630037113,0.010590594613,2.274275152e-08,2.2416275633e-07,5.4627893231e-09,8.4406114974e-06,8.4406114973e-06,6.6109660989e-06
2450.0,3.4510050492e-06,3.4505975681e-06,3.4505975681e-06,3.4505975686e-06,2.5266749346e-07,1.5412851187e-08,6.7240084329e-09,3.6360357899e-06,9.0733899849e-07,0.0019169698135,4.6301958103e-08,1.2475872682e-08,2.1718496419e-07,0.0019170267663,9.1581435774e-05,1.397926802e-08,3.3077557471e-05,3.30775576e-05,1.1069093656e-05,9.1264720439e-09,0.0051329147815,7.6729482539e-08,8.1540874382e-09,0.00063029713111,0.0021368156423,5.4958909216e-09,1.1265417306e-08,3.3531253154e-06,0.032776611006,0.0027538735071,0.0026330782962,0.010602840376,2.265287237e-08,2.2404392726e-07,5.4014706915e-09,8.4488417648e-06,8.4488417647e-06,6.6169993334e-06
2455.0,3.4538289312e-06,3.4534211084e-06,3.4534211083e-06,3.4534211089e-06,2.468389861e-07,1.5115397423e-08,6.6170113904e-09,3.5503995899e-06,8.8599037865e-07,0.0018793017561,4.5308129433e-08,1.2243216506e-08,2.1706735616e-07,0.0018793576661,8.9545526362e-05,1.3713344903e-08,3.3113873736e-05,3.3113873865e-05,1.1080586149e-05,8.9665330191e-09,0.0050375695359,7.5033943975e-08,8.0930403841e-09,0.00061723341585,0.002095068939,5.4366521019e-09,1.1058818158e-08,3.3558497904e-06,0.032814510504,0.0027570578837,0.0026361229966,0.010615100314,2.2564175659e-08,2.2392886841e-07,5.3411574763e-09,8.4571026732e-06,8.4571026731e-06,6.6230618893e-06
2460.0,3.4566707514e-06,3.4562625848e-06,3.4562625847e-06,3.4562625853e-06,2.4115652504e-07,1.482460246e-08,6.5121330373e-09,3.4668994562e-06,8.6517989139e-07,0.0018423870596,4.4338153814e-08,1.2015660074e-08,2.1695341315e-07,0.0018424419461,8.7556566652e-05,1.3453318742e-08,3.3150263047e-05,3.3150263176e-05,1.109211301e-05,8.8099575337e-09,0.0049440137796,7.3379857369e-08,8.0328528994e-09,0.00060444731922,0.0020541517398,5.3783656923e-09,1.0856692573e-08,3.3585918822e-06,0.032852453825,0.0027602459432,0.0026391712183,0.010627374443,2.2476644376e-08,2.2381753769e-07,5.2818298414e-09,8.4653939625e-06,8.4653939624e-06,6.629153485e-06
2465.0,3.4595303408e-06,3.4591218285e-06,3.4591218284e-06,3.4591218289e-06,2.356161861e-07,1.4540299841e-08,6.4093249875e-09,3.3854793212e-06,8.4489313631e-07,0.0018062103981,4.3391405371e-08,1.1793077887e-08,2.1684309429e-07,0.00180626428,8.5613436534e-05,1.3199043127e-08,3.3186724988e-05,3.3186725117e-05,1.1103673935e-05,8.6566652536e-09,0.0048522135848,7.1766122369e-08,7.9735102825e-09,0.00059193279983,0.0020140472915,5.3210132127e-09,1.0658931387e-08,3.3613514246e-06,0.032890441018,0.0027634376898,0.0026422229652,0.010639662779,2.2390261813e-08,2.2370989361e-07,5.2234684026e-09,8.4737153764e-06,8.4737153763e-06,6.6352738435e-06
2470.0,3.4624075331e-06,3.4619986729e-06,3.4619986729e-06,3.4619986734e-06,2.3021415715e-07,1.4262327662e-08,6.3085400907e-09,3.3060846584e-06,8.2511611936e-07,0.0017707567628,4.2467275937e-08,1.1575347838e-08,2.167363593e-07,0.0017708096585,8.3715043487e-05,1.2950375632e-08,3.322325915e-05,3.3223259279e-05,1.1115268628e-05,8.5065779684e-09,0.0047621356732,7.0191669954e-08,7.9149981309e-09,0.00057968395077,0.0019747391844,5.264576598e-09,1.0465428371e-08,3.3641282536e-06,0.032928472135,0.0027666331277,0.0026452782414,0.010651965338,2.230501156e-08,2.236058953e-07,5.1660542159e-09,8.4820666627e-06,8.4820666626e-06,6.6414226915e-06
2475.0,3.4653021639e-06,3.4648929541e-06,3.464892954e-06,3.4648929545e-06,2.2494673475e-07,1.3990528439e-08,6.209732398e-09,3.2286624378e-06,8.0583524085e-07,0.0017360114548,4.1565174512e-08,1.1362351115e-08,2.1663316848e-07,0.0017360633827,8.1860321869e-05,1.27071777e-08,3.3259865132e-05,3.3259865261e-05,1.1126896796e-05,8.35961953e-09,0.0046737474036,6.8655461493e-08,7.8573023346e-09,0.00056769499652,0.0019362113456,5.209038188e-09,1.0276080144e-08,3.3669222077e-06,0.032966547227,0.0027698322611,0.002648337051,0.010664282135,2.2220877502e-08,2.2350550246e-07,5.1095687663e-09,8.4904475729e-06,8.4904475728e-06,6.6475997603e-06
2480.0,3.4682140716e-06,3.4678045101e-06,3.46780451e-06,3.4678045106e-06,2.1981032087e-07,1.3724748974e-08,6.1128571278e-09,3.1531610837e-06,7.8703728375e-07,0.0017019600794,4.0684526749e-08,1.1153972105e-08,2.1653348271e-07,0.0017020110572,8.0048232242e-05,1.2469314526e-08,3.329654254e-05,3.3296542669e-05,1.1138558152e-05,8.2157157942e-09,0.0045870167596,6.7156487818e-08,7.800409069e-09,0.00055596029,0.0018984480317,5.1543807171e-09,1.0090786088e-08,3.3697331275e-06,0.033004666344,0.0027730350943,0.002651399398,0.010676613188,2.2137843804e-08,2.2340867539e-07,5.0539939571e-09,8.4988578621e-06,8.498857862e-06,6.6538047851e-06
2485.0,3.4711430966e-06,3.4707331814e-06,3.4707331814e-06,3.4707331819e-06,2.1480141973e-07,1.3464840234e-08,6.0178706338e-09,3.0795304325e-06,7.6870940241e-07,0.0016685885391,3.9824774454e-08,1.0950098299e-08,2.1643726344e-07,0.0016686385844,7.8277760708e-05,1.2236654951e-08,3.3333290987e-05,3.3333291117e-05,1.1150252415e-05,8.0747945621e-09,0.0045019123375,6.5693768344e-08,7.7443047886e-09,0.00054447430965,0.001861433822,5.1005873044e-09,9.9094482693e-09,3.372560856e-06,0.033042829537,0.0027762416316,0.0026544652866,0.01068895851,2.2055894915e-08,2.2331537497e-07,4.9993120989e-09,8.5072972895e-06,8.5072972894e-06,6.6600375051e-06
2490.0,3.4740890815e-06,3.4736788109e-06,3.4736788108e-06,3.4736788113e-06,2.0991663471e-07,1.3210657227e-08,5.924730373e-09,3.0077216929e-06,7.5083911162e-07,0.0016358830274,3.8985375097e-08,1.0750620202e-08,2.1634447268e-07,0.0016359321574,7.6547918258e-05,1.2009071352e-08,3.3370110095e-05,3.3370110225e-05,1.1161979307e-05,7.9367855257e-09,0.0044184033347,6.4266350197e-08,7.6889762205e-09,0.00053323165655,0.0018251536118,5.047641444e-09,9.7319713632e-09,3.3754052383e-06,0.033081036857,0.0027794518773,0.0026575347208,0.010701318119,2.1975015557e-08,2.2322556262e-07,4.9455058998e-09,8.5157656176e-06,8.5157656175e-06,6.6662976634e-06
2495.0,3.4770518713e-06,3.4766412433e-06,3.4766412432e-06,3.4766412437e-06,2.051526654e-07,1.296205888e-08,5.8333948754e-09,2.9376874061e-06,7.3341427599e-07,0.001603830023,3.8165801347e-08,1.0555431248e-08,2.1625507297e-07,0.0016038782546,7.4857740147e-05,1.1786439543e-08,3.3406999491e-05,3.3406999621e-05,1.1173738555e-05,7.8016202129e-09,0.0043364595375,6.287330739e-08,7.634410358e-09,0.00052222705168,0.0017895926058,4.9955269956e-09,9.5582625751e-09,3.3782661217e-06,0.033119288355,0.0027826658355,0.0026606077047,0.010713692031,2.1895190718e-08,2.2313920035e-07,4.8925584551e-09,8.5242626127e-06,8.5242626126e-06,6.6725850073e-06
2500.0,3.4800313131e-06,3.4796203258e-06,3.4796203257e-06,3.4796203262e-06,2.0050630473e-07,1.271890793e-08,5.7438237139e-09,2.8693814084e-06,7.1642309966e-07,0.0015724162838,3.7365540613e-08,1.036442771e-08,2.161690274e-07,0.0015724636336,7.3206285279e-05,1.156863867e-08,3.344395881e-05,3.344395894e-05,1.1185529893e-05,7.6692319361e-09,0.0042560513104,6.1513740013e-08,7.5805944546e-09,0.00051145533315,0.0017547363116,4.9442281758e-09,9.3882315692e-09,3.3811433557e-06,0.033157584083,0.0027858835105,0.0026636842423,0.010726080262,2.1816405653e-08,2.2305625068e-07,4.8404532375e-09,8.5327880447e-06,8.5327880446e-06,6.6788992876e-06
2505.0,3.4830272562e-06,3.4826159076e-06,3.4826159076e-06,3.4826159081e-06,1.9597443615e-07,1.248107081e-08,5.655977476e-09,2.8027587943e-06,6.9985411634e-07,0.0015416288407,3.6584094608e-08,1.0177508626e-08,2.160862996e-07,0.0015416753249,7.1592635611e-05,1.1355551117e-08,3.3480987693e-05,3.3480987823e-05,1.1197353058e-05,7.5395557409e-09,0.0041771495843,6.0186773447e-08,7.527516018e-09,0.00050091145359,0.0017205705337,4.8937295487e-09,9.2217903974e-09,3.3840367918e-06,0.033195924091,0.0027891049068,0.0026667643378,0.010738482828,2.173864587e-08,2.2297667668e-07,4.7891740878e-09,8.5413416867e-06,8.5413416866e-06,6.6852402591e-06
2510.0,3.4860395518e-06,3.4856278403e-06,3.4856278402e-06,3.4856278407e-06,1.9155403095e-07,1.2248417542e-08,5.5698177354e-09,2.7377758804e-06,6.8369617963e-07,0.001511454992,3.5820978919e-08,9.994575709e-09,2.1600685371e-07,0.0015115006266,7.0015895568e-05,1.1147062412e-08,3.3518085789e-05,3.3518085919e-05,1.1209207791e-05,7.4125283574e-09,0.0040997258462,5.8891557616e-08,7.4751628043e-09,0.00049059047752,0.001687081367,4.8440160173e-09,9.0588534313e-09,3.3869462838e-06,0.03323430843,0.0027923300284,0.0026698479952,0.010750899744,2.1661897132e-08,2.2290044194e-07,4.7387052057e-09,8.5499233155e-06,8.5499233154e-06,6.6916076802e-06
2515.0,3.4890680534e-06,3.488655977e-06,3.488655977e-06,3.4886559775e-06,1.8724214567e-07,1.202082163e-08,5.4853070251e-09,2.6743901707e-06,6.6793845367e-07,0.0014818822981,3.5075722595e-08,9.8155332798e-09,2.1593065436e-07,0.0014819270988,6.8475191479e-05,1.0943061137e-08,3.3555252752e-05,3.3555252883e-05,1.1221093839e-05,7.2880881525e-09,0.004023752128,5.7627266246e-08,7.4235228125e-09,0.00048048757883,0.0016542551907,4.7950728157e-09,8.8993372948e-09,3.3898716872e-06,0.033272737151,0.0027955588798,0.0026729352188,0.010763331028,2.1586145448e-08,2.228275106e-07,4.6890311409e-09,8.5585327113e-06,8.5585327112e-06,6.698001313e-06
2520.0,3.4921126165e-06,3.4917001735e-06,3.4917001735e-06,3.491700174e-06,1.830359195e-07,1.1798159966e-08,5.4024088112e-09,2.6125603233e-06,6.5257040406e-07,0.0014528985758,3.434786775e-08,9.6402881854e-09,2.1585766671e-07,0.0014529425578,6.6969671027e-05,1.0743438836e-08,3.3592488244e-05,3.3592488375e-05,1.1233010953e-05,7.1661750833e-09,0.0039492009961,5.639309616e-08,7.3725842788e-09,0.0004705980383,0.0016220786629,4.7468855003e-09,8.7431608009e-09,3.3928128597e-06,0.033311210307,0.0027987914652,0.0026760260125,0.010775776696,2.151137707e-08,2.2275784725e-07,4.6401367839e-09,8.5671696575e-06,8.5671696574e-06,6.7044209232e-06
2525.0,3.4951730987e-06,3.4947602873e-06,3.4947602872e-06,3.4947602877e-06,1.7893257191e-07,1.1580312724e-08,5.3210874671e-09,2.5522461176e-06,6.3758178903e-07,0.0014244918926,3.3636969171e-08,9.4687497296e-09,2.1578785641e-07,0.0014245350712,6.5498502704e-05,1.0548089933e-08,3.3629791933e-05,3.3629792063e-05,1.1244958888e-05,7.0467306531e-09,0.0038760455411,5.518826659e-08,7.3223356712e-09,0.0004609172412,0.0015905387142,4.6994399423e-09,8.5902448883e-09,3.3957696612e-06,0.033349727948,0.0028020277889,0.0026791203805,0.010788236763,2.1437578485e-08,2.2269141703e-07,4.5920073582e-09,8.5758339408e-06,8.5758339408e-06,6.7108662801e-06
2530.0,3.4982493594e-06,3.4978361778e-06,3.4978361777e-06,3.4978361782e-06,1.7492940018e-07,1.1367163272e-08,5.2413082487e-09,2.4934084221e-06,6.2296265095e-07,0.0013966505621,3.2942593947e-08,9.3008296019e-09,2.1572118958e-07,0.001396692952,6.4060875297e-05,1.0356911651e-08,3.3667163492e-05,3.3667163622e-05,1.1256937404e-05,6.9296978675e-09,0.0038042593679,5.4012018511e-08,7.2727656845e-09,0.00045144067488,0.0015596225424,4.6527223197e-09,8.4405125615e-09,3.3987419532e-06,0.033388290126,0.0028052678552,0.0026822183269,0.010800711246,2.1364736415e-08,2.2262818556e-07,4.5446284119e-09,8.5845253514e-06,8.5845253513e-06,6.7173371565e-06
2535.0,3.5013412602e-06,3.5009277065e-06,3.5009277065e-06,3.500927707e-06,1.7102377718e-07,1.1158598074e-08,5.163037271e-09,2.4360091641e-06,6.08703308e-07,0.0013693631384,3.2264321104e-08,9.1364418099e-09,2.1565763283e-07,0.0013694047542,6.265599737e-05,1.0169803926e-08,3.3704602601e-05,3.3704602732e-05,1.1268946265e-05,6.8150211923e-09,0.0037338165852,5.2863613995e-08,7.223863235e-09,0.00044216392651,0.001529317607,4.6067191098e-09,8.2938888318e-09,3.4017295994e-06,0.033426896892,0.0028085116684,0.0026853198559,0.010813200162,2.1292837808e-08,2.2256811891e-07,4.4979858093e-09,8.5932436824e-06,8.5932436823e-06,6.7238333285e-06
2540.0,3.5044486643e-06,3.504034737e-06,3.5040347369e-06,3.5040347375e-06,1.672131491e-07,1.0954506606e-08,5.0862414838e-09,2.3800112999e-06,5.9479434621e-07,0.0013426184112,3.1601741252e-08,8.9755026125e-09,2.1559715323e-07,0.0013426592671,6.1283096769e-05,9.9866693332e-09,3.3742108947e-05,3.3742109079e-05,1.1280985238e-05,6.7026465128e-09,0.0036646917966,5.1742335589e-08,7.1756174556e-09,0.00043308268079,0.0014996116235,4.5614170823e-09,8.150300661e-09,3.4047324652e-06,0.033465548298,0.002811759233,0.0026884249715,0.010825703527,2.1221869836e-08,2.2251118368e-07,4.4520657237e-09,8.6019887301e-06,8.60198873e-06,6.7303545759e-06
2545.0,3.5075714373e-06,3.5071571345e-06,3.5071571344e-06,3.507157135e-06,1.6349503328e-07,1.0754781267e-08,5.0108886499e-09,2.3253787852e-06,5.8122661162e-07,0.0013164054008,3.0954456248e-08,8.8179304568e-09,2.1553971832e-07,0.0013164455108,5.9941420141e-05,9.8074130124e-09,3.3779682223e-05,3.3779682354e-05,1.1293054096e-05,6.5925210945e-09,0.0035968600903,5.0647485709e-08,7.128017691e-09,0.00042419271778,0.0014704925582,4.5168032916e-09,8.0096769056e-09,3.4077504181e-06,0.033504244395,0.0028150105531,0.002691533678,0.010838221356,2.1151819887e-08,2.2245734689e-07,4.4068546291e-09,8.6107602941e-06,8.610760294e-06,6.7369006814e-06
2550.0,3.5107094463e-06,3.5102947662e-06,3.5102947662e-06,3.5102947667e-06,1.5986701612e-07,1.0559317296e-08,4.9369473226e-09,2.2720765475e-06,5.6799120279e-07,0.0012907133534,3.0322078861e-08,8.6636459157e-09,2.1548529609e-07,0.0012907527313,5.863023246e-05,9.6319425922e-09,3.3817322126e-05,3.3817322257e-05,1.1305152615e-05,6.4845935439e-09,0.0035302970301,4.9578386053e-08,7.0810534928e-09,0.0004154899107,0.0014419486232,4.4728650704e-09,7.8719482637e-09,3.4107833272e-06,0.033542985235,0.0028182656331,0.0026946459794,0.010850753668,2.1082675568e-08,2.2240657604e-07,4.3623392936e-09,8.6195581767e-06,8.6195581766e-06,6.7434714315e-06
2555.0,3.5138625603e-06,3.5134475013e-06,3.5134475012e-06,3.5134475018e-06,1.5632675106e-07,1.0368012692e-08,4.8643868246e-09,2.2200704587e-06,5.5507946345e-07,0.0012655317363,2.9704232454e-08,8.5125716274e-09,2.1543385497e-07,0.0012655703956,5.7348816566e-05,9.4601681207e-09,3.385502836e-05,3.3855028491e-05,1.1317280574e-05,6.3788137723e-09,0.0034649786463,4.8534377034e-08,7.0347146152e-09,0.00040697022388,0.0014139682711,4.4295900227e-09,7.7370472232e-09,3.4138310637e-06,0.03358177087,0.0028215244773,0.0026977618798,0.010863300477,2.1014424692e-08,2.2235883909e-07,4.3185067718e-09,8.6283821835e-06,8.6283821834e-06,6.7500666155e-06
2560.0,3.5170306502e-06,3.5166152106e-06,3.5166152106e-06,3.5166152111e-06,1.5287195661e-07,1.0180768132e-08,4.7931772274e-09,2.169327308e-06,5.4248297542e-07,0.0012408502333,2.9100550676e-08,8.3646322378e-09,2.1538536384e-07,0.0012408881872,5.6096472721e-05,9.2920019967e-09,3.3892800634e-05,3.3892800766e-05,1.1329437759e-05,6.2751329587e-09,0.0034008814266,4.7514817231e-08,6.9889910103e-09,0.00039862971068,0.0013865401899,4.3869660171e-09,7.6049080115e-09,3.4168935003e-06,0.033620601351,0.0028247870902,0.0027008813836,0.010875861802,2.0947055279e-08,2.2231410442e-07,4.2753443977e-09,8.6372321231e-06,8.637232123e-06,6.7566860261e-06
