Time,CYP3A4_2_OCT_N,CYP3A4_3_OCT_N,CYP3A4_4_OCT_N,CYP3A4_5_OCT_N,CYP3A4_7_OCT_N,CYP3A4_8_OCT_N,CYP3A4_9_OCT_N,CYP3A4_10_OCT_N,CYP3A4_11_OCT_N,CYP3A4_12_OCT_N,CYP3A4_13_OCT_N,CYP3A4_14_OCT_N,CYP3A4_15_OCT_N,CYP3A4_16_OCT_N,CYP3A4_17_OCT_N,CYP3A4_18_OCT_N,CYP3A4_19_OCT_N,CYP3A4_20_OCT_N,CYP3A4_21_OCT_N,CYP3A4_23_OCT_N,CYP3A4_24_OCT_N,CYP3A4_28_OCT_N,CYP3A4_29_OCT_N,CYP3A4_31_OCT_N,CYP3A4_32_OCT_N,CYP3A4_33_OCT_N,CYP3A4_34_OCT_N
136.0,1.394161043,1.1674503751,1.0357439645,1.5446369028,1.4700917851,1.8538613791,1.2735851515,1.1412692298,0.42371429454,1.8538685107,1.7043782941,1.155812964,0.27505868394,1.0959658454,1.9049811898,1.3131429859,0.74508849328,1.7981861266,1.8594000353,0.85980031274,1.1276429557,0.28506583488,0.31386251065,0.60596178909,0.4221858887,0.87345447462,0.28459350914
136.5,1.3741110126,1.1501798524,1.0201463197,1.5228043061,1.449136481,1.8285017153,1.2549985366,1.1243276464,0.41665832458,1.8285087688,1.6807020806,1.1386884533,0.2704798172,1.0795976357,1.8790545627,1.2940726903,0.73336398114,1.7734489364,1.8339787335,0.84651446719,1.1108732567,0.28021580022,0.30848235117,0.59619830896,0.41515331152,0.85998583252,0.27975232343
137.0,1.3543532399,1.1331699528,1.0047892979,1.5012832867,1.4284833362,1.8034898182,1.2366877621,1.1076428128,0.40972663637,1.8034967944,1.6573566861,1.1218228497,0.26598488648,1.0634793555,1.8534812812,1.2752837183,0.72183063201,1.7490533138,1.8089058081,0.8334402905,1.0943582722,0.27545463559,0.3032164255,0.5865990109,0.4082446581,0.84673120756,0.27500051562
137.5,1.3348834088,1.1164166674,0.9896691008,1.480069356,1.4081279446,1.7788209068,1.2186486673,1.0912107599,0.40291692828,1.7788278066,1.6343374615,1.105212162,0.2615722256,1.0476071067,1.8282565229,1.2567718564,0.71048522432,1.724994525,1.7841764734,0.82057431205,1.0780940542,0.27078060501,0.29806193651,0.57716102363,0.4014576322,0.83368710155,0.27033631674
138.0,1.3156972674,1.0999160501,0.97478199146,1.4591580903,1.3880659651,1.7544902662,1.2008771554,1.0750275812,0.39622694333,1.7544970902,1.6116398233,1.0888524615,0.25724020378,1.0319770537,1.8033755314,1.2385329549,0.69932459248,1.701267902,1.75978601,0.8079131197,1.0620767173,0.26619200839,0.2930161637,0.56788152793,0.3947899821,0.82085007498,0.26575799504
138.5,1.2967906276,1.0836642168,0.96012429311,1.4385451305,1.3682931204,1.7304932463,1.1833691922,1.0590894317,0.38965446819,1.7304999952,1.5892592528,1.0727398814,0.25298722487,1.0165854216,1.7788336153,1.2205629276,0.68834562592,1.677868842,1.7357297631,0.79545335879,1.0463024371,0.26168718071,0.28807646084,0.55875775568,0.38823949975,0.8082167461,0.26126385515
139.0,1.2781593638,1.0676573439,0.9456923883,1.4182261806,1.3488051963,1.7068252612,1.1661208053,1.0433925269,0.38319733242,1.7068319357,1.5671912951,1.0568706154,0.24881172656,1.0014284957,1.7546261474,1.20285775,0.67754526807,1.6547928058,1.7120031423,0.7831917311,1.03076745,0.25726449133,0.28324025379,0.5497869889,0.38180401981,0.79578378986,0.25685223726
139.5,1.2597994123,1.051891668,0.93148271788,1.3981970074,1.3295980409,1.6834817879,1.1491280833,1.027933142,0.37685340747,1.6834883889,1.5454315584,1.0412409171,0.24471217962,0.98650262022,1.7307485635,1.1854134588,0.66692051542,1.6320353176,1.6886016203,0.77112499392,1.0154680514,0.25292234317,0.27850503831,0.5409665588,0.37548141884,0.78354793696,0.25252151638
140.0,1.2417067699,1.0363634843,0.91749178005,1.3784534388,1.3106675631,1.6604583662,1.1323871746,1.0127076107,0.37062060596,1.6604648943,1.5239757129,1.0258470988,0.24068708715,0.97180419769,1.7071963619,1.1682261511,0.65646841654,1.609591964,1.6655207319,0.75924995906,1.0004005957,0.24865917205,0.27386837799,0.53229384487,0.36926961444,0.77150597288,0.2482701015
140.5,1.2238774933,1.0210691461,0.90371612944,1.3589913636,1.2920097325,1.6377505969,1.1158942863,0.99771232452,0.36449688077,1.637757053,1.5028194899,1.0106855305,0.23673498385,0.95732968767,1.6839651026,1.1512919831,0.64618607118,1.5874583926,1.6427560738,0.74756349193,0.98556149427,0.24447344592,0.26932790226,0.52376627396,0.36316656443,0.75965473697,0.24409643492
141.0,1.2063076983,1.0060050638,0.89015237611,1.3398067303,1.2736205778,1.6153541419,1.0996456839,0.98294373157,0.35848022425,1.6153605265,1.4819586811,0.99575263939,0.23285443533,0.94307560598,1.6610504059,1.1346071693,0.63607062935,1.5656303117,1.620303303,0.73606251062,0.97094721551,0.2403636642,0.26488130436,0.51538131943,0.35717026603,0.74799112149,0.23999899142
141.5,1.1889935584,0.99116770374,0.87679718473,1.3208955462,1.2554961862,1.5932647223,1.0836376898,0.96839833591,0.35256866744,1.5932710362,1.4613891375,0.98104490849,0.2290440374,0.9290385238,1.6384479522,1.1181679817,0.6261192904,1.5441034893,1.5981581363,0.72474398496,0.95655428335,0.23632835708,0.26052633956,0.50713650022,0.35127875506,0.7365120707,0.23597627763
142.0,1.1719313045,0.97655358772,0.86364727361,1.3022538767,1.2376327025,1.5714781187,1.0678666827,0.95407269655,0.34676027928,1.5714843626,1.441106769,0.96655887598,0.2253024154,0.91521506671,1.616153481,1.1019707489,0.61632930219,1.5228737523,1.5763163497,0.71360493567,0.94237927652,0.2323660849,0.25626082322,0.49902938007,0.3454901052,0.72521458001,0.23202683129
142.5,1.1551172237,0.96215929175,0.85069941385,1.2838778442,1.2200263285,1.5499901694,1.0523290967,0.93996342656,0.34105316587,1.549996344,1.4211075429,0.95229113426,0.22162822354,0.90160191387,1.5941627898,1.0860118552,0.60669796015,1.5019369855,1.5547737771,0.70264243343,0.9284188277,0.22847543741,0.2520826291,0.49105756663,0.33980242719,0.71409569505,0.22814922055
143.0,1.1385476586,0.94798144535,0.83795042848,1.2657636275,1.2026733215,1.5287967704,1.0370214204,0.92606719223,0.33544546968,1.5288028764,1.4013874836,0.93823832911,0.21802014424,0.88819579709,1.5724717336,1.0702877397,0.59722260653,1.4812891309,1.5335263098,0.6918535981,0.91466962261,0.22465503323,0.24798968761,0.48321871067,0.33421386809,0.70315251084,0.22434204334
143.5,1.1222190063,0.93401673073,0.82539719159,1.2479074608,1.1855699942,1.5078938739,1.0219401959,0.91238071218,0.32993536886,1.507899912,1.3819426719,0.92439715882,0.21447688755,0.87499350006,1.5510762241,1.0547948955,0.58790062946,1.460926187,1.5125698957,0.68123559778,0.90112839918,0.22090351919,0.24397998417,0.47551050525,0.32872261058,0.69238217092,0.22060392667
144.0,1.1061277176,0.92026188184,0.81303662749,1.2303056331,1.1687127135,1.4872774882,1.0070820184,0.89890075658,0.32452107652,1.487283459,1.3627692435,0.91076437336,0.21099719047,0.86199185742,1.5299722288,1.0395298688,0.57872946223,1.4408442079,1.4919005384,0.67078564805,0.88779194672,0.2172195697,0.24005155757,0.46793068496,0.32332687222,0.68178186655,0.21693352605
144.5,1.0902702966,0.90671368368,0.8008657099,1.2129544872,1.1520978997,1.4669436763,0.99244353486,0.88562414628,0.31920084002,1.4669495805,1.3438633889,0.89733677355,0.2075798164,0.84918775401,1.5091557703,1.0244892583,0.56970658241,1.4210393027,1.4715142967,0.66050101112,0.87465710506,0.21360188621,0.23620249846,0.46047702514,0.31802490476,0.67134883587,0.2133295248
145.0,1.0746432991,0.89336897136,0.78888146114,1.1958504189,1.1357220257,1.4468885555,0.97802144369,0.87254775202,0.31397294029,1.4468943938,1.3252213524,0.88411121027,0.20422355453,0.83657812401,1.4886229256,1.0096697141,0.56082951112,1.4015076342,1.4514072834,0.65037899504,0.86172076378,0.21004919657,0.2324309478,0.45314734111,0.31281499347,0.66108036311,0.2097906335
145.5,1.0592433327,0.88022462941,0.77708095131,1.1789898765,1.1195816163,1.4271082967,0.96381249352,0.85966849364,0.30883569115,1.4271140698,1.3068394313,0.87108458364,0.20092721926,0.82415995017,1.4683698252,0.99506793703,0.55209581221,1.3822454189,1.4315756649,0.64041695292,0.84897986137,0.20656025452,0.22873509544,0.44593948742,0.30769545643,0.65097377777,0.20631558935
146.0,1.0440670552,0.86727759092,0.76546129754,1.1623693596,1.1036732476,1.4075991235,0.94981348267,0.84698333925,0.30378743869,1.407604832,1.2887139752,0.85825384224,0.19768964967,0.81193026302,1.4483926526,0.98068067808,0.54350309155,1.3632489257,1.4120156604,0.63061228213,0.8364313845,0.20313383911,0.22511317866,0.43885135716,0.30266464392,0.6410264539,0.20290315563
146.5,1.0291111746,0.85452483681,0.75401966318,1.1459854187,1.0879935458,1.3883573115,0.93602125831,0.83448930453,0.29882656057,1.3883629561,1.270841385,0.84561598235,0.19450970896,0.7998861401,1.4286876433,0.96650473725,0.53504899623,1.3445144755,1.392723541,0.62096242356,0.8240723672,0.19976875414,0.22156348086,0.43188088119,0.29772093775,0.63123580928,0.19955212108
147.0,1.0143724477,0.84196339507,0.74275325709,1.1298346544,1.0725391869,1.3693791875,0.92243271573,0.82218345191,0.29395146542,1.3693847688,1.2532181126,0.83316804718,0.19138628392,0.78802470518,1.4092510843,0.95253696305,0.52673121388,1.3260384401,1.3736956293,0.61146486087,0.81189989011,0.19646382768,0.21808433019,0.4250260275,0.29286275064,0.62159930471,0.19626129941
147.5,0.99984767983,0.82959033999,0.73165933285,1.1139137165,1.0573068954,1.350661129,0.90904479755,0.81006288985,0.28916059225,1.3506666477,1.23584066,0.82090712614,0.18831828438,0.77634312753,1.3900793133,0.9387742517,0.5185474719,1.3078172419,1.3549282983,0.60211711977,0.79991107977,0.19321791149,0.21467409826,0.41828480044,0.28808852561,0.61211444328,0.19302952868
148.0,0.98553372375,0.81740279142,0.72073518806,1.0982193035,1.0422934444,1.3321995634,0.89585449303,0.79812477211,0.2844524098,1.3322050201,1.2187055784,0.80883035406,0.18530464276,0.76483862122,1.3711687181,0.92521354636,0.51049553681,1.2898473531,1.3364179711,0.59291676726,0.78810310783,0.19002988059,0.21133119894,0.41165524015,0.28339673536,0.60277876962,0.18985567086
148.5,0.97142747924,0.80539791411,0.70997816359,1.0827481616,1.0274956542,1.3139909672,0.88285883732,0.78636629701,0.27982541596,1.3139963625,1.2018094679,0.79693491054,0.18234431352,0.75350844432,1.3525157358,0.91185183646,0.50257321351,1.2721252946,1.3181611198,0.58386141096,0.77647319037,0.18689863268,0.20805408711,0.40513542179,0.2787858817,0.59358986918,0.18673861121
149.0,0.95752589221,0.79357291691,0.6993856429,1.0674970843,1.0129103916,1.2960318656,0.87005491077,0.77478470673,0.27527813722,1.2960372002,1.1851489763,0.78521801916,0.1794362727,0.74234989826,1.3341168521,0.89868615697,0.49477834463,1.254647636,1.3001542653,0.57494869841,0.76501858717,0.18382308772,0.20484125752,0.39872345498,0.27425449494,0.5845453676,0.18367725787
149.5,0.94382595408,0.78192505215,0.68895505135,1.0524629115,0.99853456983,1.2783188314,0.85743983823,0.7633772866,0.27080912805,1.2783241059,1.1687207989,0.77367694684,0.17657951745,0.73136032711,1.3159686009,0.88571358767,0.48710880985,1.2374109942,1.2823939761,0.56617631636,0.75373660102,0.18080218745,0.20169124365,0.3924174831,0.26980113338,0.57564292994,0.1806705413
150.0,0.93032470106,0.77045161489,0.67868385545,1.0376425291,0.98436514716,1.2608484848,0.84501078831,0.75214136445,0.26641697042,1.2608536998,1.1525216775,0.76230900313,0.17377306555,0.72053711686,1.2980675633,0.87293125252,0.47956252523,1.2204120335,1.2648768682,0.55754199013,0.74262457701,0.1778348949,0.19860261658,0.3862156827,0.26542438267,0.56688026009,0.17771741384
150.5,0.91701921346,0.75914994227,0.66856956228,1.0230328678,0.97039912663,1.2436174924,0.8327649728,0.74107430987,0.26210027316,1.2436226486,1.1365483998,0.75111153953,0.17101595498,0.70987769482,1.280410367,0.86033631894,0.47213744262,1.2036474642,1.2475996038,0.54904348294,0.7316799019,0.17492019394,0.195573984,0.38011626287,0.26112285537,0.55825510003,0.17481684919
151.0,0.9039066151,0.74801741287,0.65860971876,1.008630903,0.95663355528,1.2266225669,0.82069964591,0.73017353359,0.25785767152,1.2266276648,1.1207977991,0.74008194883,0.16830724345,0.69937952885,1.2629936861,0.84792599715,0.46483154894,1.1871140424,1.2305588914,0.54067859525,0.7209000034,0.17205708889,0.19260398909,0.37411746466,0.25689519032,0.54976522923,0.17196784199
151.5,0.89098407254,0.73705144599,0.64880191104,0.99443365398,0.94306552346,1.2098604661,0.80881210367,0.71943648681,0.25368782659,1.2098655062,1.1052667529,0.72921766445,0.16564600799,0.68904012682,1.2458142397,0.83569753954,0.45764286566,1.1708085693,1.2137514845,0.53244516413,0.71028234956,0.16924460401,0.1896913096,0.36821756047,0.2527400522,0.54140846402,0.16916940736
152.0,0.87824879456,0.72624950107,0.6391437638,0.98043818301,0.92969216427,1.1933279923,0.79709968325,0.70886066058,0.2495894248,1.1933329754,1.0899521833,0.71851615979,0.16303134453,0.67885703588,1.2288687922,0.82364823999,0.45056944812,1.1547278906,1.1971741814,0.52434106264,0.69982444808,0.16648178314,0.18683465682,0.36241485347,0.24865613095,0.53318265691,0.16642058044
152.5,0.86569803143,0.71560907701,0.62963293971,0.96664159501,0.91651065285,1.1770219922,0.78555976234,0.69844358511,0.24556117744,1.1770269188,1.0748510552,0.7079749476,0.16046236749,0.66882784187,1.2121541517,0.81177543324,0.44360938495,1.1388688956,1.1808238243,0.51636419923,0.68952384573,0.16376768927,0.18403277469,0.35670767703,0.24464214132,0.52508569603,0.16372041599
153.0,0.85332907431,0.70512771156,0.62026713873,0.95304103681,0.90351820578,1.1609393556,0.77418975854,0.6881828292,0.24160182014,1.1609442264,1.0599603768,0.69759157938,0.15793820934,0.65895016868,1.1956671702,0.8000764943,0.4367607975,1.1232285171,1.1646972991,0.50851251709,0.67937812769,0.1611014041,0.18128443885,0.35109439421,0.24069682236,0.5171155045,0.16106798793
153.5,0.84113925467,0.69480298072,0.61104409754,0.93963369656,0.89071208051,1.1450770153,0.76298712872,0.67807599961,0.2377101124,1.1450818307,1.0452771981,0.68736364473,0.15545802027,0.64922167765,1.1794047427,0.78854883778,0.43002183923,1.1078037302,1.1487915343,0.5007839936,0.66938491694,0.15848202771,0.17858845577,0.34557339714,0.23681893694,0.50927003981,0.15846238897
154.0,0.82912594364,0.68463249813,0.60196158895,0.92641680313,0.87808957467,1.1294319462,0.7519493684,0.66812074044,0.23388483716,1.1294367068,1.0307986111,0.67728877076,0.15302096776,0.63964006697,1.1633638065,0.77718991731,0.42339069518,1.0925915522,1.1331035007,0.49317663974,0.65954187368,0.15590867812,0.17594366192,0.34014310654,0.23300727129,0.5015472933,0.15590273019
154.5,0.81728655143,0.67461391444,0.59301742128,0.91338762548,0.86564802555,1.1140011648,0.7410740112,0.65831473257,0.23012480025,1.1140058713,1.0165217482,0.66736462149,0.1506262362,0.63020307107,1.1475413408,0.76599722495,0.41686558141,1.0775890416,1.1176302107,0.4856884995,0.64984669469,0.15338049094,0.17334892288,0.33480197117,0.22926063453,0.49394528951,0.1533881415
155.0,0.80561852674,0.66474491678,0.5842094378,0.90054347212,0.85338480947,1.0987817289,0.73035862821,0.64865569302,0.22642883003,1.0987863818,1.0024437829,0.65758889728,0.14827302658,0.62090846005,1.1319343659,0.75496829061,0.41044474441,1.0627932981,1.1023687181,0.47831764932,0.64029711281,0.15089661898,0.1708031326,0.32954846733,0.22557785823,0.48646208569,0.15091781627
155.5,0.79411935618,0.65502322815,0.57553551616,0.88788169051,0.84129734121,1.0837707366,0.71980082743,0.63914137444,0.2227957769,1.0837753365,0.98856192799,0.64795933425,0.14596055606,0.61175403913,1.1165399431,0.74410068141,0.40412646062,1.0482014614,1.0873161168,0.47106219756,0.63089089632,0.14845623192,0.16830521258,0.32438109832,0.22195779594,0.47909577119,0.14849322556
156.0,0.7827865637,0.64544660685,0.56699356783,0.87539966648,0.82938307346,1.068965326,0.7093982532,0.6297695645,0.21922451288,1.0689698734,0.97487343582,0.63847370369,0.14368805766,0.60273764802,1.1013551735,0.73339200119,0.39790903589,1.033810711,1.0724695409,0.46392028393,0.62162584837,0.14605851592,0.16585411111,0.31929839401,0.2183993228,0.47184446692,0.1460970251
156.5,0.77161771003,0.63601284594,0.55858153754,0.86309482371,0.81763949623,1.0543626747,0.69914858564,0.62053808537,0.21571393116,1.0543671701,0.9613755974,0.62912981154,0.14145477993,0.59385716046,1.086377198,0.7228398899,0.39179080493,1.0196182654,1.0578261639,0.45689007898,0.61249980647,0.1437026733,0.16344880211,0.31429891027,0.21490133509,0.46470632486,0.14366511986
157.0,0.76061039212,0.6267197727,0.55029740277,0.85096462312,0.8060641363,1.0399599989,0.68904954007,0.61144479312,0.21226294573,1.0399644429,0.94806574188,0.61992549781,0.1392599863,0.58511048358,1.0716031965,0.71244202307,0.38577013083,1.005621382,1.0433831981,0.44996978355,0.60351064188,0.14138792221,0.16108826132,0.30938122856,0.21146274982,0.45767952748,0.14127404514
157.5,0.74976224262,0.61756524805,0.54213917316,0.83900656238,0.7946545567,1.0257545532,0.67909886652,0.60248757724,0.20887049095,1.0257589465,0.93494123606,0.61085863607,0.13710295485,0.57649555743,1.0570303875,0.70219611124,0.37984540459,0.99181735606,1.0291378942,0.44315762828,0.59465625915,0.13911349625,0.15877017829,0.30454395542,0.20808250432,0.45076228725,0.13892618057
158.0,0.73907092929,0.60854716606,0.53410489005,0.82721817533,0.78340835615,1.0117436303,0.66929434916,0.59366436005,0.20553552113,1.0117479732,0.92199948386,0.6019271329,0.13498297875,0.56801035443,1.0426560271,0.69209989946,0.37401504455,0.97820352048,1.0150875407,0.43645187308,0.5859345955,0.1368786442,0.15644096815,0.29978572204,0.20475955585,0.44395284612,0.13662074512
158.5,0.72853415453,0.5996634534,0.52619262592,0.81559703149,0.77232316853,0.99792455961,0.65963380578,0.58497309625,0.20225701018,0.99792885276,0.90923792572,0.59312892736,0.13289936542,0.55965287884,1.0284774095,0.68215116672,0.36827749601,0.96477724513,1.0012294634,0.42985080665,0.57734362039,0.1346826297,0.15302414067,0.29510518379,0.2014928812,0.43724947506,0.1343569167
159.0,0.71814965484,0.59091206886,0.5184004839,0.80414073552,0.7613966624,0.98429470773,0.65011508726,0.57641177234,0.19903395121,0.98429895164,0.89665403819,0.58446199051,0.1308514362,0.55142116627,1.0144918652,0.67234772548,0.36263123067,0.95153593641,0.98756102474,0.42335274598,0.56888133494,0.13252473089,0.14941228671,0.29050101978,0.19828147633,0.4306504735,0.13213388915
159.5,0.70791520028,0.58229100279,0.51072659728,0.7928469267,0.75062654041,0.97085147732,0.6407360771,0.56797840615,0.19586535612,0.9708556725,0.88424533331,0.57592432486,0.12883852601,0.54331328318,1.0006967616,0.66268742112,0.35707474622,0.93847703672,0.97407962356,0.41695603588,0.56054577144,0.13040424018,0.14589397779,0.28597193243,0.19512435596,0.4241541689,0.12995087291
160.0,0.69782859402,0.57379827665,0.50316912902,0.78171327843,0.74001053888,0.9575923068,0.63149469086,0.55967104634,0.19275025531,0.95759645377,0.8720093582,0.56751396391,0.12685998311,0.53532732635,0.98708950199,0.65316813146,0.35160656588,0.92559802394,0.96078269444,0.41065904852,0.5523349929,0.12832046389,0.14247256259,0.28151664705,0.19202055323,0.41775891627,0.12780709468
160.5,0.68788767177,0.56543194252,0.49572627123,0.77073749776,0.72954642724,0.94451466983,0.62238887572,0.5514877719,0.18968769725,0.9445187691,0.8599436945,0.55922897164,0.12491516881,0.52746142244,0.97366752489,0.64378776623,0.34622523791,0.91289641096,0.94766770719,0.40446018291,0.5442470925,0.12627272199,0.13914515351,0.2771339114,0.18896911934,0.4114630977,0.12570179706
161.0,0.67809030138,0.55719008256,0.48839624475,0.75991732485,0.71923200756,0.93161607486,0.61341660995,0.54342669171,0.18667674814,0.93162012694,0.84804595791,0.55106744205,0.12300345716,0.51971372748,0.96042830399,0.63454426665,0.34092933525,0.90036974519,0.93473216645,0.39835786453,0.53628019315,0.12426034784,0.13590885121,0.27282249531,0.18596912318,0.40526512187,0.12363423822
161.5,0.66843438226,0.54907080863,0.48117729867,0.74925053251,0.70906511408,0.9188940646,0.60457590248,0.53548594399,0.18371649161,0.91889807,0.8363137977,0.54302749866,0.12112423469,0.51208242642,0.94736934742,0.62543560487,0.33571745501,0.88801560806,0.92197361113,0.39235054479,0.528432447,0.12228268785,0.13276085268,0.26858119025,0.18301965101,0.39916342367,0.12160369153
162.0,0.65891784501,0.54107226172,0.47406770984,0.73873492576,0.69904361272,0.90634621558,0.59586479237,0.5276636959,0.18080602832,0.90635017479,0.82474489624,0.53510729406,0.11927690018,0.50456573266,0.93448819733,0.61645978355,0.33058821809,0.87583161456,0.90938961399,0.38643670067,0.52070203497,0.12033910127,0.12969844966,0.26440880898,0.18011980608,0.39315646369,0.11960944527
162.5,0.64953865085,0.53319261157,0.46706578246,0.72836834128,0.68916540062,0.89397013766,0.58728134839,0.51995814308,0.17794447568,0.89397405117,0.81333696852,0.52730500943,0.11746086436,0.49716188758,0.92178242943,0.6076148354,0.32554026876,0.86381541278,0.89697778117,0.38061483425,0.51308716634,0.1184289599,0.1267190252,0.26030418508,0.17726870838,0.38724272782,0.11765080229
163.0,0.64029479123,0.5254300562,0.46016984761,0.71814864704,0.67942840567,0.88176347359,0.57882366856,0.51236750916,0.17513096748,0.8817673419,0.8020877617,0.51961885414,0.11567554965,0.48986916013,0.90924965255,0.59889882266,0.32057227424,0.85196468344,0.88473575168,0.37488347228,0.50558607822,0.11655164784,0.12382005033,0.25626617266,0.17446549421,0.38142072684,0.11572707967
163.5,0.63118428736,0.51778282142,0.45337826284,0.70807374177,0.66983058604,0.86972389856,0.57048987968,0.50489004534,0.17236465361,0.86972772215,0.79099505464,0.51204706525,0.11392038996,0.48268584634,0.89688750814,0.59030983672,0.31568292433,0.84027713943,0.87266119701,0.36924116577,0.49819703519,0.11470656119,0.12099908083,0.25229364595,0.17170931594,0.37568899594,0.11383760846
164.0,0.62220518976,0.51024916047,0.44668941171,0.69814155455,0.66036992979,0.85784911972,0.56227813688,0.49752402996,0.16964469973,0.85785289908,0.78005665749,0.5045879071,0.11219483041,0.47561026895,0.88469366985,0.58184599765,0.31087093096,0.82875052536,0.86075182066,0.36368648958,0.49091832881,0.11289310789,0.11825375419,0.2483854989,0.16899934168,0.37004609438,0.11198173333
164.5,0.61335557779,0.50282735351,0.44010170339,0.68835004436,0.65104445435,0.84613687578,0.55418662324,0.49026776806,0.16697028696,0.84614061137,0.76927041118,0.49723967086,0.1104983271,0.46864077691,0.87266584312,0.57350545375,0.30613502786,0.81738261714,0.84900535768,0.35821804204,0.4837482772,0.11111070739,0.11558178663,0.2445406449,0.16633475496,0.36449060504,0.11015881233
165.0,0.60463355928,0.49551570726,0.43361357224,0.67869719963,0.64185220614,0.83458493655,0.54621354928,0.48311959098,0.1643406116,0.83458862884,0.75863418704,0.49000067416,0.10883034687,0.46177574502,0.86080176469,0.56528638112,0.30147397015,0.80617122154,0.83741957426,0.35283444451,0.47668522465,0.10935879048,0.11298097023,0.24075801633,0.16371475444,0.35902113403,0.10836821654
165.5,0.59603727006,0.48831255453,0.42722347742,0.66918103783,0.63279126015,0.8231911025,0.53835715262,0.47607785589,0.16175488481,0.82319475198,0.74814588637,0.48286926061,0.1071903671,0.45501357349,0.84909920221,0.55718698325,0.29688653399,0.79511417572,0.82599226728,0.34753434101,0.46972754117,0.107636799,0.11044917025,0.23703656431,0.16113855362,0.35363631031,0.10660932984
166.0,0.58756487354,0.48121625388,0.42092990244,0.65979960506,0.62385971946,0.81195320439,0.5306156975,0.46914094546,0.15921233233,0.8119568115,0.73780343997,0.47584379941,0.10557787546,0.44835268756,0.83755595379,0.54920549063,0.29237151617,0.78420934687,0.81472126392,0.34231639787,0.46287362211,0.10594418565,0.10798432246,0.23337525831,0.15860538055,0.3483347853,0.1048815486
166.5,0.57921456031,0.47422518913,0.41473135482,0.6505509756,0.61505571487,0.80086910278,0.5229874744,0.46230726738,0.15671219424,0.80087266799,0.72760480776,0.46892268499,0.10399236975,0.44179153705,0.82616984762,0.54134016026,0.28792773382,0.77345463173,0.8036044212,0.33717930329,0.45612188772,0.10428041378,0.10558443063,0.22977308579,0.15611447756,0.3431152325,0.10318428146
167.0,0.57098454774,0.46733776903,0.40862636568,0.64143325149,0.6063774045,0.78993668769,0.51547079965,0.45557525403,0.15425372461,0.78994021144,0.71754797837,0.46210433653,0.10243335909,0.43532859604,0.81493874152,0.53358927533,0.28355402398,0.76284795625,0.79263962561,0.33212176703,0.4494707828,0.10264495711,0.10324756408,0.22622905196,0.15366510095,0.33797634711,0.101516949
167.5,0.56287307956,0.46055242683,0.40261348935,0.63244456219,0.59782297334,0.77915387812,0.50806401499,0.44894336204,0.15183619128,0.77915736087,0.7076309687,0.45538719766,0.10090043857,0.4289623624,0.80386052256,0.52595114475,0.27924924332,0.75238727509,0.78182479265,0.32714252001,0.4429187763,0.10103729958,0.10097185539,0.22274217936,0.15125652077,0.3329168457,0.099878983527
168.0,0.55487842547,0.45386761994,0.39669130302,0.6235830641,0.5893906329,0.76851862172,0.50076548723,0.44241007195,0.14945887559,0.76852206391,0.69785182357,0.44876973601,0.099396451136,0.42269135748,0.79293310666,0.51842410284,0.27501226774,0.74207057131,0.77115786651,0.32224031397,0.43646436091,0.099456935117,0.098755498079,0.21931150763,0.14888802052,0.3279354658,0.098269828833
168.5,0.54699888076,0.44728182948,0.39085840633,0.61484694025,0.58107862079,0.75802889435,0.49357360784,0.4359738878,0.14712107212,0.75803229644,0.68820861528,0.44225044287,0.097920823838,0.41651412572,0.78215443818,0.51100650886,0.27084199211,0.73189585594,0.7606368196,0.31741392111,0.43010605272,0.097903367432,0.096596744525,0.21593609315,0.14655889689,0.3230309656,0.096688939916
169.0,0.53923276591,0.44079355998,0.38511342106,0.60623439984,0.57288520034,0.74768269973,0.48648679255,0.42963333676,0.14482208841,0.74768606213,0.67869944324,0.4358278328,0.096460146976,0.41042923425,0.77152248954,0.50369674667,0.26673732985,0.72186116755,0.75025965219,0.31266213377,0.42384239083,0.096376109818,0.094493903826,0.21261500875,0.14426845953,0.31820212356,0.095135782765
169.5,0.53157842625,0.43440133898,0.37945499073,0.59774367789,0.56480866025,0.73747806899,0.47950348103,0.42338696881,0.14256124473,0.73748139215,0.66932243358,0.42950044325,0.095037032979,0.40443527257,0.76103526084,0.49649322438,0.26269721268,0.71196457194,0.74002439204,0.30798376403,0.41767193698,0.094874684956,0.092445339825,0.20934734341,0.14201603078,0.31344773809,0.093609834116
170.0,0.52403423152,0.42810371667,0.37388178027,0.58937303487,0.55684731416,0.72741306037,0.47262213649,0.41723335631,0.14033787386,0.72741634471,0.66007573881,0.42326683426,0.093529465044,0.39853085217,0.75069077947,0.48939437392,0.25872059029,0.70220416172,0.72992909401,0.30337764348,0.41159327522,0.093398624729,0.090449469181,0.20613220199,0.13980094544,0.30876662724,0.092110581225
170.5,0.51659857559,0.42189926554,0.36839247567,0.58112075634,0.54899950031,0.7174857588,0.46584124531,0.4111710937,0.1381513208,0.71748900474,0.65095753737,0.41712558802,0.091954133941,0.39271460618,0.74048709975,0.48239865073,0.25480642999,0.69257805592,0.71997183967,0.29884262277,0.40560501153,0.091947470028,0.088504759515,0.20296870492,0.13762255051,0.30415762831,0.090637521645
