Time,CYP3A4_2_OCT_N,CYP3A4_3_OCT_N,CYP3A4_4_OCT_N,CYP3A4_5_OCT_N,CYP3A4_7_OCT_N,CYP3A4_8_OCT_N,CYP3A4_9_OCT_N,CYP3A4_10_OCT_N,CYP3A4_11_OCT_N,CYP3A4_12_OCT_N,CYP3A4_13_OCT_N,CYP3A4_14_OCT_N,CYP3A4_15_OCT_N,CYP3A4_16_OCT_N,CYP3A4_17_OCT_N,CYP3A4_18_OCT_N,CYP3A4_19_OCT_N,CYP3A4_20_OCT_N,CYP3A4_21_OCT_N,CYP3A4_23_OCT_N,CYP3A4_24_OCT_N,CYP3A4_28_OCT_N,CYP3A4_29_OCT_N,CYP3A4_31_OCT_N,CYP3A4_32_OCT_N,CYP3A4_33_OCT_N,CYP3A4_34_OCT_N
266.5,0.035005550475,0.027728293492,0.023807111734,0.040195976256,0.037589763562,0.051737559788,0.03105322087,0.026930849342,0.0088763066483,0.051737859006,0.046012896537,0.027372932588,0.0057328585091,0.025572367047,0.053757250157,0.032329897231,0.015995810031,0.049573690364,0.051954872255,0.018936610474,0.02651923415,0.0065164278777,0.0050850096255,0.012696241724,0.008846908278,0.019300054453,0.0061594126484
267.0,0.034527458848,0.027349185041,0.023481895743,0.039648020999,0.037076819732,0.051036135734,0.030628730694,0.026562668548,0.0087618729928,0.051036431109,0.045387288834,0.026998692971,0.00566356489,0.025222842101,0.053029212992,0.031888055586,0.015779411313,0.048900855993,0.051250581447,0.018678989913,0.026156699662,0.0064382703387,0.0050362930092,0.012526587185,0.0087329101065,0.019037368311,0.0060854583858
267.5,0.034055990135,0.026975372843,0.023161242276,0.039107610461,0.036570960048,0.050344244852,0.030210148193,0.02619963591,0.0086490256671,0.050344536431,0.044770237858,0.026629683652,0.0055952274783,0.024878211666,0.052311049186,0.031452353919,0.015566063934,0.048237187882,0.050555860516,0.018424998273,0.025799236681,0.0063611540449,0.0049882468415,0.01235931991,0.0086204918566,0.018778381557,0.0060125008956
268.0,0.033591051317,0.026606781364,0.022845085689,0.03857463974,0.036072085518,0.049661757252,0.029797389718,0.025841677877,0.0085377412541,0.049662045083,0.044161625885,0.026265829979,0.0055278316546,0.024538405603,0.051602624658,0.031022705524,0.015355723198,0.04758256069,0.049870579122,0.01817458275,0.025446772685,0.0062850638858,0.0049408599802,0.012194404705,0.0085096302074,0.01852304041,0.0059405254443
268.5,0.033132550697,0.026243336171,0.022533361304,0.038049005406,0.03558009855,0.04898854482,0.029390372819,0.025488721972,0.0084279967028,0.048988828951,0.04356133682,0.02590705839,0.0054613630429,0.024203354801,0.050903807148,0.030599024933,0.015148345084,0.046936850798,0.049194608701,0.017927691331,0.025099236211,0.0062099849868,0.0048941214971,0.012031806918,0.0084003022016,0.018271291891,0.0058695175337
269.0,0.032680397886,0.02588496391,0.022226005398,0.037530605478,0.03509490293,0.048324481192,0.028989016237,0.025140696773,0.0083197693211,0.048324761668,0.042969256175,0.025553296392,0.0053958075063,0.023872991159,0.050214466197,0.030181227908,0.014943886244,0.046299936282,0.048527822446,0.017684272785,0.024756556841,0.0061359027052,0.0048480206729,0.011871492428,0.0082924852401,0.018023083815,0.005799462897
269.5,0.032234503777,0.025531592297,0.021922955184,0.037019339411,0.034616403807,0.047669441729,0.028593239881,0.0247975319,0.0082130367709,0.047669718596,0.042385271045,0.025204472547,0.0053311511425,0.023547247576,0.049534473119,0.029769231418,0.014742303983,0.045671696892,0.04787009528,0.017444276647,0.024418665183,0.0060628026265,0.0048025469932,0.011713427639,0.0081861570761,0.017778364778,0.0057303474947
270.0,0.031794780536,0.025183150096,0.0216241488,0.036515108066,0.034144507666,0.047023303493,0.028202964812,0.024459158,0.0081077770616,0.047023576797,0.041809270087,0.024860516457,0.0052673802798,0.023226057932,0.048863700978,0.029362953619,0.014543556254,0.045052014027,0.047221303834,0.017207653209,0.024085492857,0.0059906705604,0.0047576901439,0.011557579471,0.0080812958089,0.017537084146,0.0056621575112
270.5,0.031361141574,0.024839567109,0.021329525296,0.036017813698,0.033679122316,0.046385945228,0.027818113227,0.024125506728,0.0080039685449,0.046386215013,0.041241143499,0.024521358748,0.0052044814729,0.022909357073,0.048202024564,0.028962313844,0.014347601647,0.044440770714,0.046581326424,0.016974353507,0.023756972482,0.0059194925372,0.0047134400068,0.011403915351,0.0079778798789,0.01729919204,0.0055948793503
271.0,0.030933501534,0.024500774154,0.021039024617,0.035527359932,0.033220156865,0.045757247332,0.027438608441,0.023796510734,0.007901589909,0.045757513642,0.040680782998,0.024186931055,0.0051424414991,0.022597080798,0.047549320369,0.02856723258,0.01415439938,0.043837851587,0.045950043024,0.016744329309,0.02343303766,0.0058492548042,0.0046697866555,0.011252403207,0.0078758880613,0.017064639329,0.0055284996321
271.5,0.030511776276,0.024166703057,0.020752587591,0.035043651746,0.032767521708,0.045137091836,0.027064374873,0.023472103651,0.0078006201728,0.045137354715,0.040128081798,0.023857166007,0.0050812473537,0.022289165848,0.046905466566,0.028177631454,0.013963909286,0.043243142859,0.045327335249,0.016517533106,0.023113622957,0.0057799438219,0.0046267203515,0.011103011456,0.0077752994613,0.016833377615,0.0054630051887
272.0,0.030095882852,0.023837286632,0.020470155918,0.034566595449,0.032321128502,0.044525362383,0.026695338027,0.023152220076,0.0077010386813,0.044525621874,0.039582934591,0.023531997211,0.0050208862469,0.021985549885,0.046270342982,0.027793433213,0.013776091807,0.042656532307,0.04471308633,0.0162939181,0.022798663898,0.0057115462609,0.0045842315399,0.010955709002,0.0076760935081,0.016605359221,0.0053983830613
272.5,0.029685739496,0.023512458667,0.020191672152,0.034096098666,0.031880890153,0.043921944203,0.026331424479,0.022836795558,0.0076028250993,0.043922200349,0.039045237524,0.023211359241,0.0049613455996,0.021686171483,0.045643831081,0.027414561712,0.01359090798,0.042077909246,0.044107181089,0.01607343819,0.022488096943,0.0056440489977,0.0045423108457,0.010810465221,0.0075782499501,0.016380537186,0.005334620496
273.0,0.029281265601,0.023192153914,0.019917079693,0.033632070315,0.031446720796,0.043326724095,0.025972561859,0.022525766583,0.0075059594069,0.043326976938,0.038514888181,0.022895187618,0.0049026130395,0.021390970113,0.045025813935,0.027040941897,0.013408319434,0.041507164512,0.043509505923,0.015856047965,0.02218185948,0.0055774391122,0.0045009490701,0.010667249962,0.0074817488494,0.016158865245,0.0052717049407
273.5,0.028882381708,0.022876308069,0.019646322772,0.033174420593,0.031018535776,0.042739590404,0.025618678837,0.022219070562,0.0074104218942,0.042739839985,0.037991785561,0.022583418804,0.0048446763979,0.021099886132,0.044416176209,0.026672499786,0.013228288375,0.040944190435,0.042919948778,0.015641702693,0.021879889807,0.0055117038835,0.0044601371865,0.010526033531,0.0073865705767,0.015940297826,0.0052096240416
274.0,0.028489009486,0.022564857761,0.019379346438,0.032723060953,0.030596251635,0.042160432997,0.025269705106,0.021916645815,0.0073161931559,0.042160679358,0.037475830061,0.022275990178,0.0047875237056,0.020812860766,0.043814804135,0.026309162458,0.013050777581,0.040388880825,0.042338399128,0.015430358308,0.02158212712,0.0054468307873,0.0044198663369,0.010386786689,0.0072926958066,0.015724790035,0.0051483656399
274.5,0.028101071715,0.022257740538,0.019116096547,0.032277904092,0.03017978609,0.041589143247,0.02492557137,0.021618431558,0.0072232540868,0.041589386427,0.036966923454,0.021972840033,0.0047311431897,0.020529836097,0.043221585491,0.025950858032,0.01287575039,0.039841130946,0.041764747958,0.015221971405,0.021288511502,0.0053828074921,0.0043801278287,0.010249480646,0.0072001055122,0.015512297649,0.0050879177684
275.0,0.027718492273,0.021954894854,0.01885651975,0.031838863929,0.02976905802,0.041025614008,0.024586209328,0.02132436789,0.0071315858768,0.041025854049,0.036464968871,0.021673907552,0.00467552327,0.020250755055,0.042636409581,0.025597515658,0.012703170692,0.0393008375,0.041198887739,0.015016499221,0.020998983905,0.0053196218566,0.0043409131308,0.010114087046,0.0071087809604,0.015302777101,0.0050282686482
275.5,0.027341196118,0.021656260051,0.018600563477,0.031405855589,0.029363987449,0.0404697396,0.024251551657,0.02103439578,0.0070411700058,0.04046997654,0.035969870782,0.021379132806,0.0046206525557,0.019975561401,0.042059167214,0.025249065497,0.012533002923,0.038767898605,0.040640712409,0.014813899636,0.020713486141,0.005257261926,0.0043022138706,0.0099805779703,0.0070187037074,0.015096185474,0.0049694066858
276.0,0.026969109274,0.021361776355,0.018348175934,0.030978795387,0.028964495526,0.039921415781,0.023921532002,0.020748457056,0.0069519882395,0.03992164966,0.035481534977,0.021088456729,0.0045665198419,0.019704199716,0.041489750685,0.024905438711,0.012365212054,0.038242213777,0.040090117355,0.014614131153,0.020431960868,0.0051957159293,0.0042640218304,0.0098489259231,0.0069298555936,0.01489248049,0.0049113204697
276.5,0.026602158814,0.021071384855,0.018099306083,0.030557600809,0.028570504513,0.039380539737,0.023596084958,0.020466494388,0.0068640226244,0.039380770593,0.03499986855,0.020801821116,0.0045131141067,0.019436615389,0.04092805375,0.024566567444,0.012199763582,0.03772368391,0.039546999389,0.014417152896,0.020154351576,0.0051349722763,0.0042263289444,0.0097191038283,0.0068422187393,0.014691620499,0.0048539987674
277.0,0.026240272847,0.020785027491,0.017853903633,0.030142190498,0.028181937769,0.038847010054,0.02327514606,0.020188451278,0.0067772554833,0.038847237925,0.034524779875,0.020519168603,0.0044604245073,0.019172754605,0.040373971612,0.024232384809,0.012036623524,0.037212211255,0.039011256733,0.014222924598,0.019880602578,0.0050750195544,0.0041891272952,0.0095910850214,0.0067557755398,0.014493564471,0.0047974305227
277.5,0.025883380499,0.020502647046,0.017611919031,0.029732484235,0.027798719731,0.038320726703,0.022958651766,0.01991427205,0.0066916694109,0.038320951627,0.034056178596,0.020240442657,0.0044084403776,0.018912564331,0.039827400899,0.023902824877,0.011875758408,0.036707699407,0.038482788997,0.014031406587,0.019610658995,0.0050158465258,0.0041524091112,0.009464843244,0.0066705086614,0.014298271987,0.0047416048522
278.0,0.025531411904,0.02022418713,0.01737330345,0.029328402925,0.027420775902,0.037801591021,0.022646539444,0.019643901833,0.0066072472695,0.037801813036,0.033593975603,0.019965587566,0.0043571512247,0.018655992309,0.039288239641,0.023577822659,0.011717135265,0.036210053279,0.037961497161,0.013842559787,0.019344466744,0.0049574421249,0.0041161667632,0.0093403526364,0.0065864010368,0.014105703225,0.0046865110428
278.5,0.025184298187,0.019949592169,0.017138008777,0.028929868581,0.027048032834,0.037289505692,0.022338747361,0.019377286553,0.0065239721842,0.037289724834,0.033138083019,0.019694548423,0.0043065467258,0.018402987039,0.038756387257,0.023257314094,0.01156072162,0.03571917909,0.037447283554,0.013656345698,0.019081972528,0.0048997954551,0.0040803927616,0.0092175877322,0.0065034358607,0.013915818958,0.0046321385488
279.0,0.024841971447,0.019678807392,0.016905987601,0.028536804307,0.026680418114,0.036784374727,0.022035214667,0.019114372918,0.0064418275395,0.036784591032,0.032688414179,0.019427271115,0.0042566167257,0.018153497774,0.038231744532,0.022941236037,0.011406485486,0.035234984345,0.03694005184,0.013472726395,0.018823123823,0.0048428957861,0.0040450797537,0.0090965234513,0.0064215965856,0.013728580539,0.0045784769888
279.5,0.024504364747,0.019411778819,0.016677193208,0.028149134283,0.02631786035,0.036286103449,0.021735881385,0.01885510841,0.0063607969742,0.036286316953,0.032244883616,0.019163702314,0.0042073512332,0.0179074745,0.037714213601,0.022629526242,0.011254395358,0.034757377815,0.036439706996,0.013291664516,0.018567868867,0.0047867325515,0.0040102205205,0.0089771350944,0.0063408669177,0.013543949896,0.0045255161435
280.0,0.0241714121,0.019148453253,0.016451579564,0.02776678375,0.025960289153,0.03579459847,0.021440688396,0.018599441271,0.0062808643779,0.035794809209,0.031807407045,0.018903789461,0.0041587404189,0.017664867936,0.037203697927,0.022322123354,0.0111044202,0.034286269523,0.035946155297,0.013113123253,0.01831615665,0.0047312953458,0.0039758079743,0.0088593983366,0.006261230813,0.01336188952,0.0044732459524
280.5,0.023843048451,0.018888778262,0.016229101309,0.027389678997,0.025607635126,0.035309767681,0.021149577428,0.018347320492,0.0062020138868,0.035309975689,0.031375901342,0.018647480761,0.0041107746117,0.017425629514,0.036700102287,0.022018966892,0.010956529444,0.033821570726,0.035459304293,0.012937066344,0.018067936899,0.004676573922,0.0039418351557,0.0087432892216,0.0061826724727,0.01318236246,0.0044216565115
281.0,0.023519209669,0.018632702174,0.016009713746,0.027017747341,0.025259829851,0.034831520225,0.020862491042,0.018098695804,0.0061242298795,0.034831725538,0.030950284534,0.018394725164,0.0040634442967,0.017189711372,0.036203332751,0.021719997238,0.010810692978,0.033363193897,0.034979062799,0.012763458067,0.017823160072,0.0046225581889,0.0039082952313,0.0086287841562,0.00610517634,0.013005332309,0.0043707380708
281.5,0.023199832532,0.018380174063,0.01579337283,0.026650917118,0.02491680587,0.034359766489,0.020579372622,0.017853517663,0.0060474969735,0.034359969139,0.030530475778,0.01814547236,0.0040167401121,0.016957066344,0.035713296668,0.021425155623,0.010666881143,0.032911052706,0.034505340871,0.012592263227,0.017581777343,0.0045692382085,0.0038751814911,0.0085158599039,0.0060287270956,0.012830763205,0.0043204810313
282.0,0.02288485471,0.018131143736,0.015580035161,0.026289117667,0.024578496675,0.03389441808,0.020300166361,0.017611737245,0.0059718000211,0.033894618103,0.030116395349,0.017899672766,0.0039706528468,0.016727647951,0.035229902643,0.021134384119,0.010525064721,0.032465062011,0.034038049793,0.012423447152,0.017343740595,0.0045166041937,0.0038424873457,0.0084044935799,0.0059533096541,0.012658619811,0.004270875943
282.5,0.022574214759,0.017885561726,0.015369657968,0.025932279313,0.024244836696,0.033435387813,0.020024817251,0.01737330643,0.0058971241057,0.033435585241,0.02970796462,0.017657277514,0.0039251734374,0.016501410386,0.034753060526,0.02084762562,0.010385214933,0.032025137834,0.03357710206,0.012256975685,0.017109002406,0.0044646465058,0.003810206324,0.0082946626454,0.0058789091603,0.012488867316,0.0042219135018
283.0,0.022267852103,0.01764337928,0.01516219911,0.025580333358,0.023915761283,0.032982589692,0.01975327107,0.017138177794,0.005823454538,0.032982784558,0.029305106052,0.017418238442,0.0038802929659,0.016278308507,0.034282681392,0.020564823836,0.01024730343,0.031591197347,0.033122411358,0.012092815172,0.016877516043,0.0044133556521,0.0037783320712,0.0081863449018,0.0058055109854,0.012321471424,0.0041735845479
283.5,0.021965707024,0.017404548347,0.014957617055,0.025233212061,0.023591206696,0.032535938894,0.019485474372,0.016906304599,0.0057507768524,0.032536131231,0.028907743177,0.017182508085,0.0038360026573,0.016058297829,0.033818677521,0.020285923281,0.010111302287,0.03116315886,0.032673892553,0.011930932459,0.016649235446,0.0043627222834,0.0037468583456,0.0080795184861,0.0057331007234,0.012156398345,0.0041258800626
284.0,0.021667720648,0.01716902157,0.014755870881,0.024890848631,0.023271110093,0.032095351754,0.019221374474,0.016677640782,0.0056790768036,0.032095541593,0.028515800579,0.016950039662,0.0037922938769,0.015841334512,0.033360962391,0.020010869255,0.0099771839945,0.030740941799,0.032231461669,0.011771294883,0.016424115223,0.0043127371919,0.0037157790172,0.0079741618647,0.0056616641877,0.011993614789,0.0040787911666
284.5,0.021373834937,0.016936752275,0.01455692026,0.024553177211,0.022955409512,0.031660745749,0.018960919445,0.016452140946,0.0056083403627,0.031660933122,0.028129203886,0.016720787066,0.0037491581279,0.015627375349,0.03290945065,0.019739607839,0.0098449214547,0.030324466697,0.031795035879,0.011613870263,0.01620211064,0.0042633913087,0.0036850880649,0.0078702538291,0.0055911874073,0.011833087958,0.0040323091171
285.0,0.021083992671,0.016707694458,0.014360725451,0.02422013286,0.022644043867,0.031232039479,0.018704058098,0.01622976035,0.0055385537142,0.031232224419,0.027747879752,0.016494704856,0.0037065870494,0.015416377763,0.032464058111,0.019472085885,0.009714487974,0.029913655175,0.031364533483,0.011458626894,0.015983177608,0.0042146757018,0.0036547795745,0.0077677734902,0.0055216566234,0.011674785538,0.0039864253062
285.5,0.020798137439,0.016481802781,0.014167247294,0.02389165155,0.022336952927,0.030809152659,0.018450739976,0.016010454897,0.005469703252,0.030809335195,0.027371755842,0.016271748247,0.0036645724133,0.015208299793,0.032024701728,0.019208250996,0.0095858572566,0.029508429926,0.030939873895,0.011305533539,0.015767272676,0.0041665815737,0.0036248477367,0.0076667002735,0.0054530582861,0.011518675691,0.0039411312581
286.0,0.020516213631,0.016259032556,0.013976447198,0.023567670144,0.022034077309,0.030392006096,0.018200915343,0.015794181128,0.0054017755767,0.030392186258,0.02700076082,0.0160518731,0.0036231061227,0.015003100083,0.031591299585,0.018948051524,0.0094590033988,0.029108714704,0.030520977629,0.011154559423,0.015554353019,0.0041191002593,0.0035952868445,0.0075670139142,0.0053853790512,0.011364727051,0.0038964186272
286.5,0.020238166419,0.016039339743,0.013788287134,0.023248126389,0.021735358464,0.029980521677,0.017954535171,0.015580896212,0.0053347574918,0.029980699497,0.026634824335,0.015835035909,0.0035821802096,0.014800737881,0.031163770878,0.018691436556,0.0093339008826,0.028714434308,0.030107766282,0.011005674226,0.015344376434,0.0040722232237,0.0035660912918,0.0074686944523,0.0053186057766,0.011212908712,0.0038522791961
287.0,0.019963941754,0.01582268093,0.013602729626,0.0229329589,0.021440738667,0.029574622358,0.017711551134,0.015370557935,0.0052686360007,0.029574797865,0.026273877005,0.015621193798,0.0035417868321,0.014601173021,0.030742035901,0.018438355903,0.0092105245699,0.028325514565,0.029700162522,0.010858848073,0.015137301325,0.0040259420603,0.0035372555711,0.0073717222279,0.0052527255193,0.011063190225,0.003808704873
287.5,0.019693486347,0.015609013334,0.013419737742,0.02262210715,0.021150161001,0.029174232142,0.017471915595,0.01516312469,0.0052033983036,0.029174405365,0.025917850406,0.015410304508,0.003501918273,0.01440436592,0.030326016033,0.01818876009,0.0090888496968,0.02794188232,0.029298090069,0.010714051533,0.014933086697,0.0039802484887,0.0035087742714,0.0072760778764,0.0051877255322,0.01091554159,0.0037656876902
288.0,0.019426747666,0.015398294787,0.013239275089,0.022315511457,0.020863569352,0.028779276071,0.017235581596,0.014958555473,0.0051390317938,0.02877944704,0.025566677058,0.015202326388,0.0034625669372,0.014210277567,0.029915633721,0.017942600344,0.0089688518677,0.027563465419,0.028901473685,0.010571255606,0.014731692148,0.0039351343524,0.0034806420766,0.0071817423238,0.0051235932606,0.010769933248,0.0037232198016
288.5,0.019163673918,0.015190483726,0.013061305803,0.022013112974,0.020580908392,0.028389680209,0.017002502849,0.014756809868,0.0050755240556,0.028389848952,0.025220290411,0.014997218387,0.0034237253495,0.014018869516,0.029510812463,0.017699828587,0.0088505070493,0.027190192697,0.028510239156,0.010430431722,0.014533077856,0.0038905916172,0.0034528537633,0.0070886967825,0.00506031634,0.010626336076,0.0036812934811
289.0,0.018904214042,0.014985539186,0.012885794538,0.021714853674,0.020302123569,0.028005371628,0.016772633727,0.014557848044,0.0050128628603,0.028005538173,0.024878624835,0.014794940044,0.0033853861532,0.013830103877,0.0291114768,0.017460397425,0.0087337915659,0.026821993964,0.02812431328,0.010291551729,0.014337204576,0.0038466123689,0.0034254041992,0.0069969227465,0.0049978825922,0.010484721378,0.0036399011204
289.5,0.0186483177,0.014783420792,0.012712706465,0.021420676339,0.020027161099,0.027626278395,0.016545929251,0.014361630742,0.0049510361639,0.027626442771,0.024541615603,0.014595451481,0.0033475421074,0.013643943308,0.028717552296,0.017224260136,0.0086186820929,0.026458799988,0.027743623856,0.010154587891,0.014144033629,0.0038031888117,0.0033982883412,0.0069064019872,0.0049362800226,0.010345060882,0.003599035227
290.0,0.018395935262,0.014584088748,0.01254200726,0.021130524551,0.019755967952,0.027252329558,0.016322345085,0.014168119269,0.0048900321037,0.027252491792,0.024209198881,0.014398713393,0.0033101860852,0.013460351005,0.028328965528,0.016991370662,0.0085051556522,0.02610054249,0.027368099663,0.010019512881,0.013953526892,0.003760313266,0.0033715012338,0.0068171165488,0.0048754968177,0.010207326729,0.0035586884226
290.5,0.018147017801,0.014387503831,0.012373663094,0.020844342681,0.019488491842,0.026883455133,0.016101837524,0.013977275489,0.0048298389957,0.026883615251,0.023881311716,0.014204687041,0.0032733110722,0.013279290698,0.027945644069,0.0167616836,0.0083931896063,0.025747154123,0.026997670454,0.0098862997722,0.013765646792,0.0037179781668,0.0033450380072,0.0067290487444,0.0048155213417,0.010071491473,0.0035188534408
291.0,0.01790151708,0.014193627379,0.012207640634,0.020562075872,0.019224681218,0.026519586089,0.015884363487,0.013789061814,0.0047704453318,0.02651974412,0.023557892022,0.014013334243,0.0032369101638,0.013100726638,0.027567516478,0.016535154192,0.0082827616536,0.025398568462,0.026632266939,0.0097549220356,0.013580356298,0.0036761760619,0.0033188938756,0.0066421811517,0.0047563421337,0.0099375280684,0.0034795231258
291.5,0.017659385541,0.014002421288,0.012043907025,0.020283670036,0.018964485249,0.026160654338,0.015669880504,0.013603441198,0.0047118397768,0.026160810308,0.023238878569,0.013824617363,0.0032009765641,0.012924623594,0.027194512283,0.016311738313,0.0081738498227,0.025054719993,0.026271820771,0.0096253535308,0.013397618911,0.0036348996097,0.0032930641358,0.0065564966086,0.0046979479054,0.0098054098678,0.0034406904303
292.0,0.017420576298,0.013813847999,0.011882429894,0.020009071839,0.018707853822,0.025806592721,0.015458346712,0.013420377127,0.0046540111657,0.025806746656,0.022924210973,0.01363849931,0.0031655035837,0.012750946845,0.026826561971,0.016091392469,0.008066432468,0.024715544099,0.025916264536,0.0094975685021,0.013217398659,0.0035941415779,0.0032675441654,0.0064719782096,0.004640327538,0.0096751106147,0.0034023484136
292.5,0.017185043128,0.013627870493,0.011723177332,0.019738228688,0.018454737522,0.025457334992,0.015249720842,0.013239833613,0.0045969485013,0.025457486918,0.02261382968,0.013454943522,0.0031304846377,0.012579662167,0.026463596972,0.015874073779,0.0079604882639,0.024380977046,0.02556553174,0.0093715415716,0.013039660086,0.0035538948416,0.0032423294212,0.0063886093015,0.0045834700794,0.0095466044378,0.0033644902402
293.0,0.016952740457,0.013444452281,0.011566117896,0.019471088727,0.01820508763,0.025112815811,0.015043962213,0.013061775183,0.0045406409512,0.025112965754,0.022307675958,0.013273913965,0.0030959132445,0.012410735833,0.026105549648,0.015659739972,0.0078559962006,0.024050955973,0.025219556793,0.0092472477341,0.012864368247,0.0035141523816,0.0032174154379,0.0063063734795,0.0045273647419,0.0094198658451,0.0033271091778
293.5,0.016723623355,0.013263557398,0.011411220596,0.019207600821,0.017958856109,0.024772970728,0.014841030725,0.012886166877,0.0044850778452,0.024773118713,0.022005691883,0.013095375119,0.0030617830235,0.0122441346,0.025752353281,0.015448349377,0.007752935579,0.023725418882,0.024878275,0.0091246623515,0.012691488702,0.0034749072825,0.0031927978263,0.0062252545836,0.0044720008996,0.0092948697185,0.0032901985958
294.0,0.016497647527,0.013085150396,0.011258454894,0.01894771455,0.017715995596,0.024437736172,0.014640886844,0.012712974235,0.0044302486731,0.024437882224,0.021707820333,0.012919291977,0.0030280876936,0.012079825707,0.025403942057,0.015239860913,0.0076512860058,0.02340430462,0.024541622548,0.0090037611466,0.012520987502,0.0034361527315,0.003168472272,0.0061452366945,0.0044173680852,0.0091715913076,0.0032537519638
294.5,0.0162747693,0.012909196331,0.011107790689,0.018691380193,0.017476459391,0.024107049438,0.014443491603,0.012542163293,0.0043761430818,0.024107193582,0.021414004969,0.012745630032,0.0029948210717,0.011917776862,0.02506025106,0.015034234084,0.0075510273891,0.023087552874,0.024209536494,0.0088845201985,0.012352831189,0.0033978820165,0.003144434534,0.0060663041298,0.0043634559887,0.0090500062247,0.0032177628494
295.0,0.016054945616,0.012735660765,0.010959198321,0.018438548727,0.017240201448,0.023780848676,0.014248806585,0.012373700573,0.0043227508729,0.023780990936,0.02112419023,0.012574355273,0.0029619770707,0.011757956239,0.024721216251,0.014831428964,0.0074521399336,0.022775104155,0.023881954752,0.0087669159364,0.012186986785,0.0033600885244,0.003120680443,0.0059884414408,0.0043102544535,0.0089300904389,0.0031822249173
295.5,0.015838134027,0.01256450975,0.010812648554,0.018189171808,0.01700717637,0.023459072881,0.014056793922,0.01220755308,0.0042700620004,0.023459213281,0.020838321321,0.012405434176,0.0029295496983,0.011600332473,0.024386774465,0.014631406197,0.0073546041362,0.022466899789,0.023558816082,0.0086509251351,0.012023421786,0.0033227657399,0.0030972059005,0.0059116334084,0.0042577534753,0.0088118202712,0.0031471319272
296.0,0.015624292679,0.012395709825,0.010668112579,0.017943201768,0.01677733939,0.023141661877,0.013867416282,0.01204368829,0.0042180665684,0.023141800441,0.020556344201,0.012238833698,0.0028975330551,0.011444874647,0.024056863393,0.014434126982,0.0072584007814,0.022162881904,0.02324006008,0.0085365249092,0.011862104155,0.0032859072435,0.003074006877,0.0058358650397,0.0042059431986,0.0086951723887,0.0031124777328
296.5,0.015413380311,0.012229228008,0.010525562001,0.017700591603,0.016550646372,0.02282855631,0.013680636864,0.011882074147,0.0041667548282,0.022828693062,0.020278205575,0.012074521269,0.002865921333,0.01129155229,0.023731421573,0.014239553069,0.007163510937,0.021862993421,0.022925627163,0.0084236927082,0.011703002313,0.0032495067105,0.0030510794111,0.0057611215647,0.0041548139153,0.0085801237997,0.0030782562798
297.0,0.01520535624,0.012065031789,0.010384968836,0.017461294962,0.016327053799,0.022519697635,0.013496419392,0.011722679055,0.0041161171767,0.022519832598,0.020003852879,0.011912464785,0.002834708814,0.01114033537,0.023410388378,0.014047646748,0.0070699159499,0.021567178041,0.022615458562,0.0083124063115,0.011546085139,0.003213557909,0.0030284196076,0.0056873884324,0.0041043560617,0.0084666518485,0.0030444616044
297.5,0.015000180358,0.011903089124,0.010246305504,0.017225266143,0.01610651876,0.022215028106,0.013314728102,0.01156547187,0.0040661441536,0.022215161302,0.019733234277,0.011752632605,0.0028038898683,0.010991194288,0.023093704005,0.013858370846,0.0069775974414,0.021275380238,0.022309496308,0.0082026438234,0.011391321953,0.0031780546989,0.0030060236368,0.0056146513081,0.0040545602166,0.0083547342102,0.0030110878324
298.0,0.01479781312,0.011743368426,0.010109544823,0.016992460076,0.015888998946,0.021914490761,0.013135527739,0.011410421894,0.0040168264393,0.021914622213,0.019466298643,0.011594993537,0.0027734589533,0.010844099867,0.022781309463,0.013671688714,0.0068865373036,0.020987545242,0.022007683221,0.008094383668,0.011238682519,0.00314299103,0.0029838877333,0.0055428960691,0.0040054170987,0.008244348886,0.0029781291773
298.5,0.014598215539,0.011585838561,0.0099746600031,0.016762832323,0.015674452643,0.021618029418,0.012958783548,0.01125749887,0.0039681548528,0.021618159149,0.019202995559,0.011439516837,0.0027434106116,0.010699023354,0.02247314656,0.013487564222,0.006796717695,0.020703619036,0.021709962901,0.0079876045847,0.011088137034,0.0031083609409,0.0029620081941,0.0054721088025,0.003956917565,0.0081354741982,0.0029455799388
299.0,0.014401349175,0.01143046884,0.0098416246426,0.016536339061,0.015462838716,0.021325588658,0.012784461269,0.011106672974,0.0039201203495,0.021325716689,0.018943275297,0.011286172201,0.00271373947,0.010555936405,0.022169157899,0.013305961752,0.0067081210364,0.020423548339,0.021416279718,0.0078822856234,0.01093965612,0.0030741585578,0.0029403813782,0.0054022758011,0.003909052608,0.0080280887851,0.0029134345018
299.5,0.01420717613,0.011277229012,0.0097104127192,0.016312937081,0.01525411661,0.021037113819,0.012612527125,0.010957914809,0.0038727140189,0.021037240173,0.018687088818,0.011134929759,0.0026844402378,0.010414811086,0.021869286859,0.01312684619,0.0066207300068,0.0201472806,0.021126578796,0.0077784061396,0.010793210823,0.0030403780924,0.0029190037049,0.0053333835607,0.0038618133541,0.0079221715967,0.0028816873349
